NOMBRE,CALLE+Y+NUMERO,LOCALIDAD,MUNICIPIO
COLEGIO+KUKULCAN,CALLE+28+410,MERIDA,MERIDA
15+DE+MAYO,CALLE+28+NA,MERIDA,MERIDA
LEOPOLDO+AGUILAR+ROCA,CALLE+29,BUCTZOTZ,BUCTZOTZ
LEOPOLDO+AGUILAR+ROCA,CALLE+29,BUCTZOTZ,BUCTZOTZ
BENITO+JUAREZ+GARCIA,CALLE+29,CHAPAB,CHAPAB
FRANCISCO+JAVIER+MINA,CALLE+29,CHAPAB,CHAPAB
CECILIO+CHI,CALLE+29,KIMBILA,IZAMAL
BERTA+MARIA+GONZALEZ+RODRIGUEZ,CALLE+29,KANASIN,KANASIN
JACINTO+PAT,CALLE+29,KANASIN,KANASIN
MARIA+LUISA+PEREZ+MIJANGOS,CALLE+29,MERIDA,MERIDA
GUADALUPE+VICTORIA,CALLE+29,PANABA,PANABA
FELIPE+CARRILLO+PUERTO,CALLE+29,PROGRESO,PROGRESO
SALVADOR+NOVO,CALLE+29,SUCILA,SUCILA
VICTOR+MANUEL+CERVERA+PACHECO,CALLE+29,TIZIMIN,TIZIMIN
JEAN+PIAGET,CALLE+29,TIZIMIN,TIZIMIN
HUN-OL,CALLE+29-A,KANASIN,KANASIN
MATILDE+CARDENAS+ALVAREZ,CALLE+29-A,KANASIN,KANASIN
UH+NAIL+CHIICH,CALLE+29-A+302,MERIDA,MERIDA
MAA-TU'BZCEN,CALLE+29-A+DIAGONAL,UMAN,UMAN
RAQUEL+DZIB+CICERO,CALLE+29-B+276,MERIDA,MERIDA
PABLO+MORENO+Y+TRIAY,CALLE+29-B+276,MERIDA,MERIDA
SEBASTIAN+PENICHE+LOPEZ,CALLE+29-C,KANASIN,KANASIN
LA+HORA+DE+SER+FELIZ,CALLE+29+101+A,UMAN,UMAN
GABRIELA+MISTRAL,CALLE+29+103+B,UMAN,UMAN
BAMBINI+MONTESSORI,CALLE+29+120,MERIDA,MERIDA
BAMBINI+MONTESSORI,CALLE+29+120,MERIDA,MERIDA
NORBET,CALLE+29+147,MERIDA,MERIDA
PESTALOZZI,CALLE+29+198+A,KANASIN,KANASIN
FRAY+DIEGO+DE+LANDA,CALLE+29+199,HUNUCMA,HUNUCMA
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+29+205+A,VALLADOLID,VALLADOLID
POPOL+VUH,CALLE+29+207,MANI,MANI
RODOLFO+MENENDEZ+DE+LA+PEÑA,CALLE+29+214,TICUL,TICUL
BENITO+JUAREZ+GARCIA,CALLE+29+282,PROGRESO,PROGRESO
ELVIA+CARRILLO+PUERTO,CALLE+29+282,PROGRESO,PROGRESO
EL+JARDIN+DE+LA+ABEJA,CALLE+29+289,MERIDA,MERIDA
ROQUE+JACINTO+CAMPOS,CALLE+29+304,MOTUL+DE+CARRILLO+PUERTO,MOTUL
INSTITUTO+FROEBEL,CALLE+29+310,MERIDA,MERIDA
FERNANDO+CASTRO+PACHECO,CALLE+29+331,TIZIMIN,TIZIMIN
COLEGIO+TIZIMIN,CALLE+29+336,TIZIMIN,TIZIMIN
COLEGIO+TIZIMIN,CALLE+29+336,TIZIMIN,TIZIMIN
COLEGIO+EVEREST,CALLE+29+73,MERIDA,MERIDA
ESPACIO+EDUCATIVO+EVEREST,CALLE+29+74,MERIDA,MERIDA
OLEGARIO+CORTES+SOLIS,CALLE+29+74,MERIDA,MERIDA
JOSEFA+ORTIZ+DE+DOMINGUEZ,CALLE+29+94,SEYE,SEYE
INSTITUTO+LOL-BE,CALLE+29+DIAGONAL+399,UMAN,UMAN
INSTITUTO+LOL-BE,CALLE+29+DIAGONAL+401,UMAN,UMAN
BENITO+JUAREZ+GARCIA,CALLE+29+NA,TIZIMIN,TIZIMIN
SAJKAB+MUKUY,CALLE+3,TEMOZON,ABALA
MARIA+HELENA+CHANES,CALLE+3-A+274,MERIDA,MERIDA
ALFREDO+BARRERA+VASQUEZ,CALLE+3-C+(ENTRADA+POR+LA+CALLE+117),MERIDA,MERIDA
MANUEL+CRESCENCIO+REJON+Y+ALCALA,CALLE+3-C+(ENTRADA+POR+LA+CALLE+117),MERIDA,MERIDA
INSTITUTO+BIRKHOFF,CALLE+3+DIAGONAL+184,MERIDA,MERIDA
INSTITUTO+BIRKHOFF,CALLE+3+DIAGONAL+184,MERIDA,MERIDA
CENTRO+EDUCATIVO+PARTENON,CALLE+3+NORTE+100,MERIDA,MERIDA
GENERAL+LEANDRO+VALLE+MARTINEZ,CALLE+30,KANASIN,KANASIN
GENERAL+LEANDRO+VALLE+MARTINEZ,CALLE+30,KANASIN,KANASIN
ESCUELA+SECUNDARIA+TECNICA+NUM.+46,CALLE+30,KANTUNIL,KANTUNIL
ARCO+IRIS,CALLE+30,MERIDA,MERIDA
SOR+JUANA+INES+DE+LA+CRUZ,CALLE+30,MERIDA,MERIDA
MARIO+H+CUEVAS,CALLE+30,MOTUL+DE+CARRILLO+PUERTO,MOTUL
CANDELARIA+RUZ+PATRON,CALLE+30,PROGRESO,PROGRESO
FILEMON+VILLAFAÑA+FARFAN,CALLE+30,PROGRESO,PROGRESO
AGUSTIN+MELGAR,CALLE+30,TZUCACAB,TZUCACAB
JOSE+LOPEZ+PORTILLO+Y+ROJAS,CALLE+30-A,BACA,BACA
MEXICO,CALLE+30-B,MERIDA,MERIDA
MANUEL+ALCALA+MARTIN,CALLE+30+100+NA,TZUCACAB,TZUCACAB
SALVADOR+ALVARADO,CALLE+30+106,SEYE,SEYE
PRIMITIVO+RUBIO+AVILA,CALLE+30+115,ACANCEH,ACANCEH
SERAPIO+RENDON,CALLE+30+195,HUNUCMA,HUNUCMA
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+30+205,YOTHOLIN,TICUL
JUAN+DE+DIOS+RODRIGUEZ+HEREDIA,CALLE+30+274+E,MOTUL+DE+CARRILLO+PUERTO,MOTUL
ANTONIO+PLANCARTE,CALLE+30+285,IZAMAL,IZAMAL
GUADALUPE+VICTORIA,CALLE+30+287,IZAMAL,IZAMAL
U+N+E+S+C+O,CALLE+30+313+NA,MOTUL+DE+CARRILLO+PUERTO,MOTUL
NARCISO+BASSOLS+GARCIA,CALLE+30+35,TECOH,TECOH
EVOLUCION+SOCIAL,CALLE+30+350,MERIDA,MERIDA
BAXAL+PAAL,CALLE+30+501+U,MERIDA,MERIDA
KAMBAL-BAXAL,CALLE+30+501+U,MERIDA,MERIDA
LIRA+DE+LA+NIÑEZ,CALLE+30+69,KANASIN,KANASIN
IMPERIO+MAYA,CALLE+31,DZITAS,DZITAS
ADOLFO+LOPEZ+MATEOS,CALLE+31,MUXUPIP,MUXUPIP
YOOTOCH+MEJEN+CHI'IICH,CALLE+31,OXKUTZCAB,OXKUTZCAB
HEROE+DE+NACOZARI,CALLE+31,SEYE,SEYE
LAZARO+CARDENAS+DEL+RIO,CALLE+31,TEABO,TEABO
U+BEEJ+PAAL+(CAMINO+DEL+NIÑO),CALLE+31-A,MERIDA,MERIDA
ENRIQUE+REBSAMEN,CALLE+31-A,MERIDA,MERIDA
SANTIAGO+PACHECO+CRUZ,CALLE+31-A,MERIDA,MERIDA
INOCENCIO+RUIZ,CALLE+31-A+253,PETO,PETO
MARIA+DOLORES+RAMIREZ+REGIL,CALLE+31-A+264+A,MERIDA,MERIDA
ZAZIL+BE,CALLE+31-B,MERIDA,MERIDA
ALFONSO+N+URUETA+CARRILLO,CALLE+31-D,MERIDA,MERIDA
LILI,CALLE+31-D+283,MERIDA,MERIDA
CENTRO+ESCOLAR+AMERICA+LATINA,CALLE+31-D+285,MERIDA,MERIDA
CENTRO+EDUCATIVO+IRLANDES,CALLE+31+144,MERIDA,MERIDA
CENTRO+EDUCATIVO+IRLANDES,CALLE+31+144,MERIDA,MERIDA
MARTIRES+DE+CHICAGO,CALLE+31+163,PROGRESO,PROGRESO
MARTIRES+DE+CHICAGO,CALLE+31+163,PROGRESO,PROGRESO
FELIPE+CARRILLO+PUERTO,CALLE+31+199,HUNUCMA,HUNUCMA
MOISES+SAENZ,CALLE+31+201,MERIDA,MERIDA
JOSE+EMILIO+VALLADO+GALAZ,CALLE+31+201+NA,MERIDA,MERIDA
ENRIQUE+GOTTDIENER+SOTO,CALLE+31+201+NA,MERIDA,MERIDA
FRANCISCO+I.+MADERO,CALLE+31+202,MERIDA,MERIDA
FRANCISCO+GABILONDO+SOLER,CALLE+31+251+A,MERIDA,MERIDA
FRANCISCO+GABILONDO+SOLER,CALLE+31+251+A,MERIDA,MERIDA
CHRISDEN,CALLE+31+251+A,MERIDA,MERIDA
AQUILES+SERDAN,CALLE+31+261,IZAMAL,IZAMAL
MARIA+VILLAFAÑA+DE+MENDEZ,CALLE+31+290,IZAMAL,IZAMAL
MI+PEQUEÑO+TESORO,CALLE+31+298,MERIDA,MERIDA
IGNACIO+MANUEL+ALTAMIRANO,CALLE+31+343,MERIDA,MERIDA
JUEGO+DE+NIÑOS,CALLE+31+662+B-C,MERIDA,MERIDA
CENDI+NOEL,CALLE+31+680,MERIDA,MERIDA
INSTITUTO+MEXICO+CAUCEL,CALLE+31+697+B,MERIDA,MERIDA
INSTITUTO+MEXICO+CAUCEL,CALLE+31+697+B,MERIDA,MERIDA
INSTITUTO+MEXICO+CAUCEL,CALLE+31+697+B,MERIDA,MERIDA
CENTRO+EDUCATIVO+NOEL+SOUZA+CARVAJAL,CALLE+31+778,MERIDA,MERIDA
INSTITUTO+TIERRA+MAGICA,CALLE+31+804+A,MERIDA,MERIDA
JUAN+ENRIQUE+PESTALOZZI,CALLE+31+84+A,TEMAX,TEMAX
BENITO+JUAREZ+GARCIA,CALLE+31+92,PROGRESO,PROGRESO
BENITO+JUAREZ+GARCIA,CALLE+31+92,PROGRESO,PROGRESO
AVELINA+CARDENAS+REJON,CALLE+31+93,TEMAX,TEMAX
LA+ALEGRIA+DEL+NIÑO,CALLE+31+97,PROGRESO,PROGRESO
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+32,DZILAM+DE+BRAVO,DZILAM+DE+BRAVO
RAMON+OSORIO+OSORIO,CALLE+32,MERIDA,MERIDA
HERMENEGILDO+GALEANA,CALLE+32,PETO,PETO
TERESA+DE+JESUS+GOMEZ+DOMINGUEZ,CALLE+32,TICUL,TICUL
OTILIA+LOPEZ,CALLE+32,TIZIMIN,TIZIMIN
REMIGIO+AGUILAR+SOSA,CALLE+32,TIZIMIN,TIZIMIN
TZIMIN-CAH,CALLE+32,TIZIMIN,TIZIMIN
LOS+TRATADOS+DE+TZUCACAB,CALLE+32,TZUCACAB,TZUCACAB
LUIS+ROSADO+VEGA,CALLE+32-A,UMAN,UMAN
ERMILO+ABREU+GOMEZ,CALLE+32-A+143,CHEMAX,CHEMAX
KO'ONE'EX+KAANBAL,CALLE+32-A+143,CHEMAX,CHEMAX
GERTRUDIS+MALDONADO+DE+G,CALLE+32+109,TUNKAS,TUNKAS
COLEGIO+DINA+BELANGER,CALLE+32+111,MERIDA,MERIDA
GUARDERIA+ATENEO+DE+MERIDA,CALLE+32+151,MERIDA,MERIDA
ATENEO+DE+MERIDA,CALLE+32+151,MERIDA,MERIDA
ATENEO+DE+MERIDA,CALLE+32+151,MERIDA,MERIDA
ATENEO+DE+MERIDA,CALLE+32+151,MERIDA,MERIDA
IGNACIO+M+ALTAMIRANO,CALLE+32+177,TEABO,TEABO
EL+MUNDO+DE+LOS+TRAVIESOS,CALLE+32+199,MERIDA,MERIDA
PREESCOLAR+INSTITUTO+EDUCATIVO+PENINSULAR+DE+YUCATAN,CALLE+32+200+J,MERIDA,MERIDA
MIGUEL+HIDALGO+Y+COSTILLA,CALLE+32+203,PETO,PETO
BENITO+JUAREZ+GARCIA,CALLE+32+205,TEABO,TEABO
VALENTIN+GOMEZ+FARIAS,CALLE+32+207,MAMA,MAMA
JESUS+AMARO+GAMBOA,CALLE+32+238,MERIDA,MERIDA
BADEN+POWELL,CALLE+32+257,MERIDA,MERIDA
BADEN+POWELL,CALLE+32+257,MERIDA,MERIDA
MARCIAL+NOVELO+BRICEÑO,CALLE+32+272,MERIDA,MERIDA
ANGELA+GONZALEZ+BENITEZ+DE+MDEZ+DE+LA+PEÑA,CALLE+32+301+A,IZAMAL,IZAMAL
ABELARDO+CONDE+RUZ,CALLE+32+360,TIZIMIN,TIZIMIN
JOSEFA+ORTIZ+DE+DOMINGUEZ,CALLE+32+402,CHIKINDZONOT,CHIKINDZONOT
CENTRO+EDUCATIVO+PEQUEÑOS+GENIOS,CALLE+32+402,MERIDA,MERIDA
JUSTO+SIERRA+MENDEZ,CALLE+32+405,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+74,CALLE+32+437,MERIDA,MERIDA
GONZALO+GUERRERO,CALLE+32+93,KOMCHEN,MERIDA
AMALIA+GOMEZ+DE+AGUILAR,CALLE+32+93,KOMCHEN,MERIDA
SAC+NICTE,CALLE+32+95+D,OXKUTZCAB,OXKUTZCAB
JACINTO+CANEK,CALLE+32+CARRETERA+HOCTUN-XOCCHEL,HOCTUN,HOCTUN
MELCHOR+OCAMPO,CALLE+32+SN,KANCAB,TEKAX
LIGIA+TRINIDAD+CAMARA+BLUM,CALLE+32+SN,UMAN,UMAN
LUZ+MARIA+SERRADEL,CALLE+33,AKIL,AKIL
RUBEN+DARIO+HERRERA+MARTINEZ,CALLE+33,HUNUCMA,HUNUCMA
MANUEL+CEPEDA+PERAZA,CALLE+33,MERIDA,MERIDA
ROMULO+ROZO,CALLE+33,PROGRESO,PROGRESO
JOSE+EUSEBIO+ROSADO+RODRIGUEZ,CALLE+33,PROGRESO,PROGRESO
RAFAEL+RAMIREZ+CASTAÑEDA,CALLE+33,SEYE,SEYE
BENITO+JUAREZ+GARCIA,CALLE+33,TEKIT,TEKIT
ROSAS+DE+LA+INFANCIA,CALLE+33,TEMAX,TEMAX
JOSE+MARIA+PINO+SUAREZ,CALLE+33,VALLADOLID,VALLADOLID
MONTESSORI,CALLE+33-B+552,MERIDA,MERIDA
FRANCISCO+SAURI+VILLAFAÑA,CALLE+33+103,TEMAX,TEMAX
ALVARO+OBREGON,CALLE+33+149,PROGRESO,PROGRESO
COSME+DAMIAN+CRESPO,CALLE+33+149,TEMAX,TEMAX
YUCATAN,CALLE+33+170+B,TICUL,TICUL
CARMEN+COSGAYA+RIVAS,CALLE+33+209,HUNUCMA,HUNUCMA
NARCISO+MENDOZA,CALLE+33+306+B,MOTUL+DE+CARRILLO+PUERTO,MOTUL
FEDERACION+DE+TRABAJADORES+DEL+ESTADO+DE+YUCATAN,CALLE+33+371+A,MERIDA,MERIDA
ANTONIO+BUSTILLOS+CARRILLO,CALLE+33+371+A,MERIDA,MERIDA
CRESCENCIO+CARRILLO+Y+ANCONA,CALLE+33+437,TIZIMIN,TIZIMIN
CRESCENCIO+CARRILLO+Y+ANCONA,CALLE+33+437,TIZIMIN,TIZIMIN
CENTRO+EDUCATIVO+RENACIMIENTO,CALLE+33+468,MERIDA,MERIDA
CENTRO+EDUCATIVO+RENACIMIENTO,CALLE+33+468,MERIDA,MERIDA
CENTRO+EDUCATIVO+RENACIMIENTO,CALLE+33+468,MERIDA,MERIDA
VICENTE+GUERRERO,CALLE+33+98+NA,TZUCACAB,TZUCACAB
JOSE+VASCONCELOS,CALLE+33+99,HALACHO,HALACHO
RAFAEL+RAMIREZ+CASTAÑEDA,CALLE+33+99,HALACHO,HALACHO
FELIPE+DE+JESUS+MIS,CALLE+33+99,HALACHO,HALACHO
JOSE+LEON+BOJORQUEZ+GARCIA,CALLE+33+NA,HUNUCMA,HUNUCMA
FERNANDO+BARBACHANO+PEON,CALLE+34,MERIDA,MERIDA
EL+RUISEÑOR,CALLE+34,MERIDA,MERIDA
DOLORES+OTERO+MALDONADO,CALLE+34,MERIDA,MERIDA
ELVIA+CARRILLO+PUERTO,CALLE+34,MERIDA,MERIDA
CHICHEN+ITZA,CALLE+34,MERIDA,MERIDA
VICTOR+CERVERA+PACHECO,CALLE+34,MERIDA,MERIDA
FIDELIO+QUINTAL+MARTIN,CALLE+34,MUNA,MUNA
20+DE+NOVIEMBRE,CALLE+34,PETO,PETO
BENITO+JUAREZ+GARCIA,CALLE+34,TICUL,TICUL
JESUS+REYES+HEROLES,CALLE+34+102+A,TECOH,TECOH
CHILAM+BALAM,CALLE+34+105+A,CHUMAYEL,CHUMAYEL
FIDEL+VELAZQUEZ,CALLE+34+150,MERIDA,MERIDA
FRANCISCO+CANTON+ROSADO,CALLE+34+199,VALLADOLID,VALLADOLID
FRANCISCO+I.+MADERO,CALLE+34+201,PETO,PETO
JOSE+MARIA+PINO+SUAREZ,CALLE+34+201,PETO,PETO
OMAR+GUADALUPE+LARA+NOVELO,CALLE+34+NA,MERIDA,MERIDA
ELDA+MARIA+ZOZAYA+PENICHE,CALLE+34+SN,MERIDA,MERIDA
ESCUELA+SECUNDARIA+TECNICA+NUM.+27,CALLE+35,DZILAM+GONZALEZ,DZILAM+GONZALEZ
LUIS+DONALDO+COLOSIO+MURRIETA,CALLE+35,KANASIN,KANASIN
RITA+ARACELLY+MOGUEL+GAMBOA,CALLE+35,MERIDA,MERIDA
FRANCISCO+I.+MADERO,CALLE+35,MERIDA,MERIDA
CENTRO+EDUCATIVO+PIAGET,CALLE+35,MERIDA,MERIDA
JUAN+ESCUTIA,CALLE+35,PETO,PETO
FELICIANO+CANUL+REYES,CALLE+35,PROGRESO,PROGRESO
JUAN+MIGUEL+CASTRO,CALLE+35,PROGRESO,PROGRESO
FELIPE+CARRILLO+PUERTO,CALLE+35,TUNKAS,TUNKAS
GUARDERIA+CAMARA+DE+COMERCIO,CALLE+35-A+401,MERIDA,MERIDA
CENTRO+EDUCATIVO+KAAM-BAL,CALLE+35+107,TIXKOKOB,TIXKOKOB
OVIDE+DECROLY,CALLE+35+200+C,MERIDA,MERIDA
COLEGIO+CONTINENTAL,CALLE+35+203,MERIDA,MERIDA
ROSARIO+CASTELLANOS+FIGUEROA,CALLE+35+203,MERIDA,MERIDA
ESTEFANIA+CASTAÑEDA,CALLE+35+211,MERIDA,MERIDA
COMUNIDAD+EDUCATIVA+LOYOLA,CALLE+35+299+A,MERIDA,MERIDA
COMUNIDAD+EDUCATIVA+LOYOLA,CALLE+35+299+A,MERIDA,MERIDA
KINICH+KAKMO,CALLE+35+309,IZAMAL,IZAMAL
GREGORIO+TORRES+QUINTERO,CALLE+35+353,MERIDA,MERIDA
JUAN+RIVERO+GUTIERREZ,CALLE+35+375,TIZIMIN,TIZIMIN
GUILLERMO+PRIETO,CALLE+35+96,TIXKOKOB,TIXKOKOB
GUADALUPE+VICTORIA,CALLE+36,AKIL,AKIL
20+DE+NOVIEMBRE,CALLE+36,AKIL,AKIL
RAQUEL+DZIB+CICERO,CALLE+36,DZILAM+DE+BRAVO,DZILAM+DE+BRAVO
LUZ+OLIVEROS+SARMINA,CALLE+36,MERIDA,MERIDA
GUILLERMO+PRIETO,CALLE+36,TIXKOKOB,TIXKOKOB
FELIPE+CARRILLO+PUERTO,CALLE+36-A,PETO,PETO
CHILAM+BALAM,CALLE+36+105,CHUMAYEL,CHUMAYEL
CONSUELO+ANDRADE,CALLE+36+204,VALLADOLID,VALLADOLID
LEOPOLDO+ARANA+CABRERA,CALLE+36+236,MUNA,MUNA
BLANCA+SANCHEZ+PINTO,CALLE+36+272+C,MERIDA,MERIDA
JOSE+MONTES+DE+OCA,CALLE+36+272+C,MERIDA,MERIDA
EDESIO+CARRILLO+PUERTO,CALLE+36+298,MOTUL+DE+CARRILLO+PUERTO,MOTUL
MARIA+CANTO+DE+ROCHE,CALLE+36+307,IZAMAL,IZAMAL
JESUS+GARCIA,CALLE+36+551,MERIDA,MERIDA
FELIPE+CARRILLO+PUERTO,CALLE+36+65,OXKUTZCAB,OXKUTZCAB
AGUSTIN+VADILLO+CICERO,CALLE+36+65,OXKUTZCAB,OXKUTZCAB
RAFAEL+RAMIREZ+CASTAÑEDA,CALLE+37,MOTUL+DE+CARRILLO+PUERTO,MOTUL
VICENTE+GUERRERO,CALLE+37,PANABA,PANABA
APOLINAR+GARCIA+Y+GARCIA,CALLE+37,PANABA,PANABA
CONSUELO+RUZ+DE+FERNANDEZ,CALLE+37,PROGRESO,PROGRESO
BEATRIZ+RODRIGUEZ+GUILLERMO,CALLE+37,TICUL,TICUL
IXCHEL,CALLE+37,TICUL,TICUL
ANGLO+DE+YUCATAN,CALLE+37-A+301,MERIDA,MERIDA
ANGLO+DE+YUCATAN,CALLE+37-A+303,MERIDA,MERIDA
BENITO+JUAREZ+GARCIA,CALLE+37+165+NA,PETO,PETO
JUANA+INES+DE+LA+CRUZ,CALLE+37+200,MERIDA,MERIDA
JUANA+INES+DE+LA+CRUZ,CALLE+37+200,MERIDA,MERIDA
JUAN+DE+DIOS+PEZA,CALLE+37+209,HUNUCMA,HUNUCMA
CENTRO+EDUCATIVO+ANGLO+MONTESSORI,CALLE+37+301,MERIDA,MERIDA
CONSUELO+ZAVALA+CASTILLO,CALLE+37+315,KANASIN,KANASIN
OMAR+GUADALUPE+LARA+NOVELO,CALLE+37+315,KANASIN,KANASIN
JOSE+MARIA+MORELOS+Y+PAVON,CALLE+37+319,MOTUL+DE+CARRILLO+PUERTO,MOTUL
VALENTIN+GOMEZ+FARIAS,CALLE+37+334,MERIDA,MERIDA
CENTRO+BANCARIO+DE+DESARROLLO+DE+LA+NIÑEZ-U-747,CALLE+37+353,MERIDA,MERIDA
CRISTOBAL+COLON+DE+YUCATAN-A.C.,CALLE+37+516+E,MERIDA,MERIDA
CRISTOBAL+COLON+DE+YUCATAN-A.C.,CALLE+37+516+E,MERIDA,MERIDA
RUBEN+DARIO+HERRERA+MARTINEZ,CALLE+37+520+B,MERIDA,MERIDA
JOSE+MARTI,CALLE+38,TEKAX+DE+ALVARO+OBREGON,TEKAX
LUIS+ALVAREZ+BARRET,CALLE+38,TIZIMIN,TIZIMIN
GONZALO+GUERRERO,CALLE+38-A+79+A,MERIDA,MERIDA
CRESCENCIO+CARRILLO+Y+ANCONA,CALLE+38+307,IZAMAL,IZAMAL
CRESCENCIO+CARRILLO+Y+ANCONA,CALLE+38+307,IZAMAL,IZAMAL
LOURDES,CALLE+38+342,MERIDA,MERIDA
CENTRO+DE+CUIDADO+AL+BEBE+Y+AL+INFANTE,CALLE+38+446,MERIDA,MERIDA
AIDA+MEJIA+SALAZAR+GOMEZ,CALLE+38+446,MERIDA,MERIDA
PROFA.+AIDA+MEJIA+SALAZAR+DE+GOMEZ,CALLE+38+446,MERIDA,MERIDA
JARDIN+DE+NIÑOS+ANGELES,CALLE+38+45,MERIDA,MERIDA
ALBINO+J+LOPE,CALLE+38+452,MERIDA,MERIDA
AMPARO+CARRILLO+DE+BUENFIL,CALLE+38+477,MERIDA,MERIDA
CENTRO+EDUCATIVO+SALVADOR+ALVARADO+ORIENTE,CALLE+38+559,MERIDA,MERIDA
JOSE+MARIA+PINO+SUAREZ,CALLE+38+81,MERIDA,MERIDA
RAMON+LOPEZ+VELARDE,CALLE+38+99+A,DZITAS,DZITAS
CARMEN+CERVERA+ANDRADE,CALLE+38+NA,MERIDA,MERIDA
SAC+NICTE,CALLE+39,MERIDA,MERIDA
CENTRO+EDUCATIVO+PIAGET+SODZIL,CALLE+39,MERIDA,MERIDA
NIÑOS+HEROES,CALLE+39,MERIDA,MERIDA
MARIA+DEL+SOCORRO+GRAJALES+MARTIN,CALLE+39-A,MERIDA,MERIDA
GUADALUPE+VICTORIA,CALLE+39-A,MERIDA,MERIDA
SALVADOR+ALVARADO,CALLE+39-A,MERIDA,MERIDA
MANUEL+CRESCENCIO+REJON+Y+ALCALA,CALLE+39-A,MERIDA,MERIDA
DOMINGA+CANTO+PASTRANA,CALLE+39-A+328,MERIDA,MERIDA
LAURA+MENDEZ+DE+CUENCA,CALLE+39-A+SN,MERIDA,MERIDA
DELIO+MORENO+CANTON,CALLE+39+205,VALLADOLID,VALLADOLID
FULGENCIO+ALCOCER+PEREZ,CALLE+39+205,VALLADOLID,VALLADOLID
CENTRO+EDUCATIVO+INTEGRAL+DE+YUCATAN,CALLE+39+385,MERIDA,MERIDA
BENITO+JUAREZ+GARCIA,CALLE+39+465,TIZIMIN,TIZIMIN
JOSE+LOPEZ+PORTILLO+Y+ROJAS,CALLE+39+74,MERIDA,MERIDA
JOSE+LOPEZ+PORTILLO+Y+ROJAS,CALLE+39+74,MERIDA,MERIDA
CARLOS+FUENTES,CALLE+39+810,MERIDA,MERIDA
NARCEDALIA+GARCIA+AGUILAR,CALLE+39+810,MERIDA,MERIDA
NARCEDALIA+GARCIA+AGUILAR,CALLE+39+810+NA,MERIDA,MERIDA
RAFAEL+CHAZARO+PEREZ,CALLE+39+85,TEMAX,TEMAX
VICENTE+GUERRERO,CALLE+4,TEMOZON,TEMOZON
CHICHEN+ITZA,CALLE+4,PISTE,TINUM
HUNAB+KU,CALLE+4-B+379+F,KANASIN,KANASIN
FELIPA+POOT,CALLE+4-B+379+F,KANASIN,KANASIN
DIANA+LAURA+RIOJAS+DE+COLOSIO,CALLE+4-D,MERIDA,MERIDA
PREESCOLAR+X-KANAN,CALLE+4+281,MERIDA,MERIDA
JACINTO+CANEK,CALLE+4+NA,PISTE,TINUM
ADOLFO+LOPEZ+MATEOS,CALLE+4+SN,HUHI,HUHI
MUNDO+INFANTIL,CALLE+40,MERIDA,MERIDA
INSTITUTO+ARRAYANES,CALLE+40,MERIDA,MERIDA
INSTITUTO+ARRAYANES,CALLE+40,MERIDA,MERIDA
GRACIANO+RICALDE+GAMBOA,CALLE+40,MUNA,MUNA
MELCHOR+OCAMPO,CALLE+40,OXKUTZCAB,OXKUTZCAB
BENITO+JUAREZ+GARCIA,CALLE+40,VALLADOLID,VALLADOLID
ZACI,CALLE+40,VALLADOLID,VALLADOLID
SANTIAGO+BURGOS+BRITO,CALLE+40,VALLADOLID,VALLADOLID
NAZUL,CALLE+40-A,VALLADOLID,VALLADOLID
VALLADOLID,CALLE+40+157,VALLADOLID,VALLADOLID
ESCUELA+SECUNDARIA+ZA-CI,CALLE+40+157,VALLADOLID,VALLADOLID
FRANCISCO+I.+MADERO,CALLE+40+162,VALLADOLID,VALLADOLID
RAMON+A.+OSORIO+Y+OSORIO,CALLE+40+216,VALLADOLID,VALLADOLID
BENITO+JUAREZ+GARCIA,CALLE+40+229,VALLADOLID,VALLADOLID
CENTRO+DE+ENSEÑANZA+EL+CASTAÑAR,CALLE+40+310,MERIDA,MERIDA
EL+CASTAÑAR,CALLE+40+310,MERIDA,MERIDA
INSTITUTO+CASTAÑAR,CALLE+40+310,MERIDA,MERIDA
MANOS+MAGICAS,CALLE+40+431,MERIDA,MERIDA
JUAN+JACOBO+ROUSSEAU,CALLE+40+453,MERIDA,MERIDA
JUAN+JOSE+COELLO+RAMIREZ,CALLE+40+543,MERIDA,MERIDA
MI+MUNDO+MARAVILLOSO,CALLE+40+592,MERIDA,MERIDA
CONSUELO+ZAVALA+CASTILLO,CALLE+41,AKIL,AKIL
ALVARO+OBREGON,CALLE+41,HUNUCMA,HUNUCMA
PAIDOS,CALLE+41,MERIDA,MERIDA
DAMIAN+CARMONA,CALLE+41,MERIDA,MERIDA
AGUSTIN+VADILLO+CICERO,CALLE+41,MERIDA,MERIDA
AGUSTIN+VADILLO+CICERO,CALLE+41,MERIDA,MERIDA
JOSE+MARIA+PINO+SUAREZ,CALLE+41,MOTUL+DE+CARRILLO+PUERTO,MOTUL
LEV+VYGOTSKY,CALLE+41,TEKAX+DE+ALVARO+OBREGON,TEKAX
NICOLAS+BRAVO,CALLE+41,EL+CUYO,TIZIMIN
ADOLFO+GASPAR+MENDOZA+MENDOZA,CALLE+41,VALLADOLID,VALLADOLID
CLUB+DE+LEONES+2,CALLE+41,VALLADOLID,VALLADOLID
