ID,CCT,NOMBRE,TURNO,NIVEL,MATRICULA (TOTAL DE ALUMNOS) CICLO 2016-2017,MUNICIPIO,LOCALIDAD,CALLE Y NUMERO,COLONIA,REGION
175,31EPR0012U,FLORINDA BATISTA ESPINOLA,VESPERTINO,PRIMARIA,151,CUZAMA,CUZAMA,CALLE 15 103,MERIDA,KANASIN
176,31DPR0761X,JUAN MANUEL VARGAS,MATUTINO,PRIMARIA,41,CUZAMA,CHUNKANAN,CARRETERA CUZAMA-TEKIT KILOMETRO 4,MERIDA,KANASIN
177,31DPR0628Q,RICARDO MOLINA SOLIS,MATUTINO,PRIMARIA,59,CUZAMA,EKNAKAN,,MERIDA,KANASIN
178,31KPR0441W,PRIMARIA COMUNITARIA,DISCONTINUO,PRIMARIA,8,CUZAMA,NOHCHAKAN,,MERIDA,KANASIN
179,31EES0084G,MIGUEL ANGEL HERCILA AVILEZ,MATUTINO,SECUNDARIA,228,CUZAMA,CUZAMA,CALLE 15,MERIDA,KANASIN
180,31ETV0134D,AGUSTIN MELGAR,MATUTINO,SECUNDARIA,38,CUZAMA,EKNAKAN,,MERIDA,KANASIN
181,31DCC0168Q,GUADALUPE VICTORIA,MATUTINO,PREESCOLAR,189,CHACSINKIN,CHACSINKIN,,PETO,
182,31KCC0009L,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,10,CHACSINKIN,X-BOX,,PETO,
183,31DPB0224X,HEROES DE 1847,MATUTINO,PRIMARIA,233,CHACSINKIN,CHACSINKIN,NA,PETO,
184,31DPB2013G,JUAN JOSE MARTINEZ,VESPERTINO,PRIMARIA,140,CHACSINKIN,CHACSINKIN,CALLE 19,PETO,
185,31DPB0030J,NARCISO MENDOZA,MATUTINO,PRIMARIA,25,CHACSINKIN,X-BOX,,PETO,
186,31EES0091Q,SOR JUANA INES DE LA CRUZ,VESPERTINO,SECUNDARIA,204,CHACSINKIN,CHACSINKIN,CALLE 19 CARRETERA PRINCIPAL DE XOY,PETO,
187,31DCC0047E,EUSTAQUIO CIME,MATUTINO,PREESCOLAR,16,CHANKOM,CHANKOM,,YAXCABA,
188,31DCC0181K,FRANCISCO I. MADERO,MATUTINO,PREESCOLAR,28,CHANKOM,TICIMUL,,YAXCABA,
189,31KCC0034K,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,6,CHANKOM,TZUKMUC,,YAXCABA,
190,31KJN0076Z,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,21,CHANKOM,XANLA,,YAXCABA,
191,31DCC0013O,FELIPE ALCOCER CASTILLO,MATUTINO,PREESCOLAR,41,CHANKOM,XKALAKDZONOT,,YAXCABA,
192,31KJN0397I,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PREESCOLAR,8,CHANKOM,X-COCAIL,,YAXCABA,
193,31DCC0184H,LAZARO CARDENAS,MATUTINO,PREESCOLAR,29,CHANKOM,XKOPTEIL,,YAXCABA,
194,31KJN0111O,PREESCOLAR COMUNITARIO,DISCONTINUO,PREESCOLAR,8,CHANKOM,XKATUN,,YAXCABA,
195,31DCC2019W,MANUEL ANTONIO AY,MATUTINO,PREESCOLAR,23,CHANKOM,MUCHUCUXCAH,,YAXCABA,
196,31DPR0619I,PLAN SEXENAL,MATUTINO,PRIMARIA,94,CHANKOM,CHANKOM,CALLE C. 30,YAXCABA,
197,31KPB0134O,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,6,CHANKOM,NICTE-HA,,YAXCABA,
198,31DPR0630E,JACINTO CANEK,MATUTINO,PRIMARIA,99,CHANKOM,TICIMUL,,YAXCABA,
199,31DPR0632C,GABRIEL RAMOS MILLAN,MATUTINO,PRIMARIA,18,CHANKOM,TZUKMUC,,YAXCABA,
200,31DPR0631D,ALVARO OBREGON,MATUTINO,PRIMARIA,67,CHANKOM,XANLA,,YAXCABA,
201,31DPB0029U,PETEN ITSA,MATUTINO,PRIMARIA,38,CHANKOM,X-BOHOM,,YAXCABA,
202,31DPB0105J,FELIPE ALCOCER CASTILLO,MATUTINO,PRIMARIA,93,CHANKOM,XKALAKDZONOT,,YAXCABA,
203,31DPB2011I,LUIS DONALDO COLOSIO MURRIETA,MATUTINO,PRIMARIA,19,CHANKOM,X-COCAIL,,YAXCABA,
204,31DPR0819G,AQUILES SERDAN,MATUTINO,PRIMARIA,65,CHANKOM,XKOPTEIL,,YAXCABA,
205,31DPR0633B,AQUILES SERDAN,MATUTINO,PRIMARIA,43,CHANKOM,XKATUN,,YAXCABA,
206,31DPR0531E,CUAUHTEMOC,MATUTINO,PRIMARIA,53,CHANKOM,MUCHUCUXCAH,,YAXCABA,
207,31ETV0015Q,ZAMNA,MATUTINO,SECUNDARIA,122,CHANKOM,CHANKOM,CARRETERA CHANKOM-XANLA,YAXCABA,
208,31KTV0099Z,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,SECUNDARIA,5,CHANKOM,TZUKMUC,,YAXCABA,
209,31ETV0135C,LUIS GONZAGA URBINA,MATUTINO,SECUNDARIA,27,CHANKOM,XANLA,CARRETERA A XACABCHEN,YAXCABA,
210,31ETV0030I,FELIPE ALCOCER CASTILLO,MATUTINO,SECUNDARIA,68,CHANKOM,XKALAKDZONOT,,YAXCABA,
211,31ETV0046J,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,SECUNDARIA,45,CHANKOM,XKOPTEIL,,YAXCABA,
212,31ETV0178A,KUKULKAN,MATUTINO,SECUNDARIA,44,CHANKOM,MUCHUCUXCAH,,YAXCABA,
213,31DCC0263U,BENITO JUAREZ GARCIA,MATUTINO,PREESCOLAR,60,CHAPAB,CHAPAB,CALLE 29,TICUL,
214,31EJN0011E,CARMEN SERDAN,MATUTINO,PREESCOLAR,47,CHAPAB,CHAPAB,CALLE 20 241,TICUL,
215,31DCC0051R,QUETZALCOATL,MATUTINO,PREESCOLAR,45,CHAPAB,CITINCABCHEN,,TICUL,
216,31DPB0161B,FRANCISCO JAVIER MINA,MATUTINO,PRIMARIA,103,CHAPAB,CHAPAB,CALLE 29,TICUL,
217,31EPR0013T,SANTIAGO MENDEZ GIL,MATUTINO,PRIMARIA,143,CHAPAB,CHAPAB,CALLE 26,TICUL,
218,31DPR0820W,MIGUEL HIDALGO Y COSTILLA,MATUTINO,PRIMARIA,93,CHAPAB,CITINCABCHEN,,TICUL,
219,31EES0092P,SECUNDARIA NUM. 78,VESPERTINO,SECUNDARIA,118,CHAPAB,CHAPAB,CALLE 25 CARRETERA MAMA,TICUL,
220,31ETV0036C,PONCIANO ARRIAGA,MATUTINO,SECUNDARIA,76,CHAPAB,CITINCABCHEN,,TICUL,
221,31DCC0270D,ALFONSO CASO ANDRADE,MATUTINO,PREESCOLAR,156,CHEMAX,CHEMAX,,VALLADOLID,
222,31DCC0307A,U NE'EK SAAMAL,MATUTINO,PREESCOLAR,149,CHEMAX,CHEMAX,CALLE 25,VALLADOLID,
223,31DCC2023I,U LOOLIL TUUKUL,MATUTINO,PREESCOLAR,186,CHEMAX,CHEMAX,,VALLADOLID,
224,31DJN0015B,BENITO JUAREZ GARCIA,MATUTINO,PREESCOLAR,164,CHEMAX,CHEMAX,CALLE 18 103,VALLADOLID,
225,31DJN2061A,SARA MARIA MORALES FERNANDEZ,MATUTINO,PREESCOLAR,99,CHEMAX,CHEMAX,CALLE 18 103,VALLADOLID,
226,31DCC0187E,BENITO JUAREZ GARCIA,MATUTINO,PREESCOLAR,109,CHEMAX,X-CATZIN (CATZIN),,VALLADOLID,
227,31KCC0031N,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,5,CHEMAX,COCOYOL,,VALLADOLID,
228,31KCC0057V,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,10,CHEMAX,CHOLUL,,VALLADOLID,
229,31DCC2013B,TSIIB JU'UM,MATUTINO,PREESCOLAR,29,CHEMAX,CHULUTAN,,VALLADOLID,
230,31DCC2014A,IN YÁAX KAANBAL,MATUTINO,PREESCOLAR,49,CHEMAX,KUXEB,,VALLADOLID,
231,31DCC2017Y,IN YÁAX XIIK'NAL,MATUTINO,PREESCOLAR,50,CHEMAX,MUCEL,,VALLADOLID,
232,31KCC0058U,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,23,CHEMAX,SAN JUAN CHEN,,VALLADOLID,
233,31DCC2004U,YAAX KA'ANSAJO'OB,MATUTINO,PREESCOLAR,38,CHEMAX,SAN PEDRO CHEMAX,,VALLADOLID,
234,31KCC0133K,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,5,CHEMAX,SAN ROMAN,,VALLADOLID,
235,31KCC0234I,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,5,CHEMAX,SANTA CLARA,,VALLADOLID,
236,31KCC0067B,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,23,CHEMAX,SANTA CRUZ,,VALLADOLID,
237,31DCC0169P,CRISTOBAL COLON,MATUTINO,PREESCOLAR,97,CHEMAX,SISBICHEN,,VALLADOLID,
238,31KCC0069Z,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,8,CHEMAX,KANTO,,VALLADOLID,
239,31DCC0302F,LEONA VICARIO,MATUTINO,PREESCOLAR,49,CHEMAX,USPIBIL,,VALLADOLID,
240,31DCC0218H,SALVADOR ALVARADO,MATUTINO,PREESCOLAR,92,CHEMAX,XALAU (X-ALAU),,VALLADOLID,
241,31DCC0113N,EMILIANO ZAPATA,MATUTINO,PREESCOLAR,186,CHEMAX,X-CAN,,VALLADOLID,
242,31DCC0301G,SASIL BEJ,MATUTINO,PREESCOLAR,106,CHEMAX,X-CAN,,VALLADOLID,
243,31DCC0303E,MARGARITA MAZA DE JUAREZ,MATUTINO,PREESCOLAR,53,CHEMAX,CHECHMIL,,VALLADOLID,
244,31KCC0068A,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,2,CHEMAX,PABALAM,,VALLADOLID,
245,31KCC0055X,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,8,CHEMAX,LOL-BE,,VALLADOLID,
246,31KCC0037H,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,4,CHEMAX,BUENAVISTA,,VALLADOLID,
247,31KCC0250Z,ESCUELA CONAFE,DISCONTINUO,PREESCOLAR,4,CHEMAX,KONSAHCAB,,VALLADOLID,
248,31KCC0098V,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,3,CHEMAX,SAN JOSE CHAHUAY,,VALLADOLID,
249,31KCC0231L,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,1,CHEMAX,XIM-HA,,VALLADOLID,
250,31KCC0054Y,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,7,CHEMAX,HIDALGO Y CORTEZ,,VALLADOLID,
251,31KCC0215U,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,8,CHEMAX,PUNTA LAGUNA,,VALLADOLID,
252,31KCC0119R,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,12,CHEMAX,HOTEOCH,,VALLADOLID,
253,31KCC0070P,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,14,CHEMAX,TULIN,,VALLADOLID,
254,31KCC0040V,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,5,CHEMAX,FELIPE CARRILLO PUERTO,,VALLADOLID,
255,31KCC0039F,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,5,CHEMAX,ESTRELLA,,VALLADOLID,
256,31KCC0207L,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,3,CHEMAX,GUADALUPE,,VALLADOLID,
257,31DPB0078C,ERMILO ABREU GOMEZ,MATUTINO,PRIMARIA,271,CHEMAX,CHEMAX,CALLE 32-A 143,VALLADOLID,
258,31DPB2027J,KO'ONE'EX KAANBAL,VESPERTINO,PRIMARIA,92,CHEMAX,CHEMAX,CALLE 32-A 143,VALLADOLID,
259,31DPR0006K,FRANCISCO I. MADERO,MATUTINO,PRIMARIA,370,CHEMAX,CHEMAX,CALLE 14,VALLADOLID,
260,31DPR0243M,RAFAEL RAMIREZ CASTAÑEDA,VESPERTINO,PRIMARIA,407,CHEMAX,CHEMAX,CALLE 18 97 A,VALLADOLID,
261,31DPR0308F,RAFAEL RAMIREZ CASTAÑEDA,MATUTINO,PRIMARIA,373,CHEMAX,CHEMAX,CALLE 18 97 A,VALLADOLID,
262,31DPR2041D,FELIPE CARRILLO PUERTO,VESPERTINO,PRIMARIA,343,CHEMAX,CHEMAX,CALLE 14,VALLADOLID,
263,31DPR2048X,JUSTO SIERRA MENDEZ,MATUTINO,PRIMARIA,344,CHEMAX,CHEMAX,NA,VALLADOLID,
264,31DPR2049W,JUAN ESCUTIA,VESPERTINO,PRIMARIA,321,CHEMAX,CHEMAX,CALLE 26,VALLADOLID,
265,31DPR2075U,MANUEL ANTONIO AY,MATUTINO,PRIMARIA,180,CHEMAX,CHEMAX,CALLE 17 69,VALLADOLID,
266,31DPR0772C,NACHI COCOM,MATUTINO,PRIMARIA,360,CHEMAX,X-CATZIN (CATZIN),,VALLADOLID,
267,31DPR0253T,EMILIANO ZAPATA,MATUTINO,PRIMARIA,133,CHEMAX,COCOYOL,NA,VALLADOLID,
268,31DPB0223Y,RAFAEL RAMIREZ CASTAÑEDA,MATUTINO,PRIMARIA,27,CHEMAX,CHOLUL,,VALLADOLID,
269,31DPB0043N,IGNACIO ALLENDE,MATUTINO,PRIMARIA,76,CHEMAX,CHULUTAN,,VALLADOLID,
270,31DPB0230H,ESTADO DE VERACRUZ,MATUTINO,PRIMARIA,97,CHEMAX,KUXEB,,VALLADOLID,
271,31DPR0818H,ANDRES QUINTANA ROO,MATUTINO,PRIMARIA,168,CHEMAX,MUCEL,,VALLADOLID,
272,31DPR0103M,IGNACIO MANUEL ALTAMIRANO,MATUTINO,PRIMARIA,101,CHEMAX,SAN JUAN CHEN,,VALLADOLID,
273,31DPB0038B,ADOLFO LOPEZ MATEOS,MATUTINO,PRIMARIA,76,CHEMAX,SAN PEDRO CHEMAX,,VALLADOLID,
274,31DPR0394S,CECILIO CHI,MATUTINO,PRIMARIA,23,CHEMAX,SAN ROMAN,,VALLADOLID,
275,31KPB0193D,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,14,CHEMAX,SANTA CLARA,,VALLADOLID,
276,31DPR0104L,DELIO MORENO CANTON,MATUTINO,PRIMARIA,58,CHEMAX,SANTA CRUZ,,VALLADOLID,
277,31DPB0218M,CRISTOBAL COLON,MATUTINO,PRIMARIA,265,CHEMAX,SISBICHEN,DOMICILIO CONOCIDO,VALLADOLID,
278,31DPB0014S,GUADALUPE VICTORIA,MATUTINO,PRIMARIA,37,CHEMAX,KANTO,,VALLADOLID,
279,31DPB0039A,MARTIRES DE CHICAGO,MATUTINO,PRIMARIA,158,CHEMAX,USPIBIL,,VALLADOLID,
280,31DPR0771D,IGNACIO ZARAGOZA,MATUTINO,PRIMARIA,286,CHEMAX,XALAU (X-ALAU),,VALLADOLID,
281,31DPR2071Y,LEONA VICARIO,VESPERTINO,PRIMARIA,135,CHEMAX,XALAU (X-ALAU),,VALLADOLID,
282,31DPR0618J,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,205,CHEMAX,X-CAN,CALLE 2 SN,VALLADOLID,
283,31DPR0776Z,EMILIANO ZAPATA,MATUTINO,PRIMARIA,284,CHEMAX,X-CAN,CALLE 21,VALLADOLID,
284,31DPR2037R,JOSE VASCONCELOS,VESPERTINO,PRIMARIA,314,CHEMAX,X-CAN,CALLE 22,VALLADOLID,
285,31DPB0116P,SALVADOR DIAZ MIRON,MATUTINO,PRIMARIA,110,CHEMAX,CHECHMIL,,VALLADOLID,
286,31DPR0307G,PABLO MORENO,MATUTINO,PRIMARIA,29,CHEMAX,PABALAM,,VALLADOLID,
287,31DPB0283M,BENITO JUAREZ GARCIA,MATUTINO,PRIMARIA,46,CHEMAX,LOL-BE,,VALLADOLID,
288,31KPB0054C,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,9,CHEMAX,BUENAVISTA,,VALLADOLID,
289,31KPB0208P,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,8,CHEMAX,LA ESPERANZA,,VALLADOLID,
290,31KPB0217X,ESCUELA CONAFE,DISCONTINUO,PRIMARIA,10,CHEMAX,KONSAHCAB,,VALLADOLID,
291,31DPB0115Q,MIGUEL ALEMAN VALDEZ,MATUTINO,PRIMARIA,36,CHEMAX,SAN JOSE CHAHUAY,,VALLADOLID,
292,31KPB0151E,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,2,CHEMAX,XIM-HA,,VALLADOLID,
293,31DPB2008V,U SASIL KAAN,MATUTINO,PRIMARIA,30,CHEMAX,HIDALGO Y CORTEZ,,VALLADOLID,
294,31KPB0194C,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,22,CHEMAX,PUNTA LAGUNA,,VALLADOLID,
295,31DPB2016D,MANUEL AVILA CAMACHO,MATUTINO,PRIMARIA,35,CHEMAX,HOTEOCH,,VALLADOLID,
296,31DPB0021B,JUSTO SIERRA MENDEZ,MATUTINO,PRIMARIA,36,CHEMAX,TULIN,NA,VALLADOLID,
297,31DPB0013T,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,17,CHEMAX,FELIPE CARRILLO PUERTO,,VALLADOLID,
298,31KPB0057Z,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,10,CHEMAX,ESTRELLA,,VALLADOLID,
299,31KPB0148R,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,7,CHEMAX,GUADALUPE,,VALLADOLID,
300,31DES0002H,LUIS ROSADO VEGA,MATUTINO,SECUNDARIA,712,CHEMAX,CHEMAX,CALLE 14,VALLADOLID,
301,31DES2027D,LUIS HUMBERTO MONSREAL OXTE,VESPERTINO,SECUNDARIA,665,CHEMAX,CHEMAX,CALLE 14,VALLADOLID,
302,31ETV0083N,LUIS PENICHE VALLADO,MATUTINO,SECUNDARIA,133,CHEMAX,X-CATZIN (CATZIN),,VALLADOLID,
303,31ETV0180P,RITA CETINA GUTIERREZ,MATUTINO,SECUNDARIA,79,CHEMAX,COCOYOL,,VALLADOLID,
304,31KTV0055B,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,15,CHEMAX,CHOLUL,,VALLADOLID,
305,31ETV0164Y,AGUSTIN VADILLO CICERO,MATUTINO,SECUNDARIA,37,CHEMAX,CHULUTAN,,VALLADOLID,
306,31ETV0084M,JAIME TORRES BODET,MATUTINO,SECUNDARIA,47,CHEMAX,KUXEB,,VALLADOLID,
307,31ETV0129S,JULIO RENDON ALCOCER,MATUTINO,SECUNDARIA,90,CHEMAX,MUCEL,,VALLADOLID,
308,31ETV0177B,MARCELINA SILVA DE ARCEO,MATUTINO,SECUNDARIA,54,CHEMAX,SAN JUAN CHEN,,VALLADOLID,
309,31DTV0008H,GREGORIO TORRES QUINTERO,MATUTINO,SECUNDARIA,36,CHEMAX,SAN PEDRO CHEMAX,,VALLADOLID,
310,31KTV0076O,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,9,CHEMAX,SAN ROMAN,,VALLADOLID,
311,31ETV0060C,GRACIANO RICALDE GAMBOA,MATUTINO,SECUNDARIA,144,CHEMAX,SISBICHEN,,VALLADOLID,
312,31ETV0130H,ALVARO OBREGON,MATUTINO,SECUNDARIA,79,CHEMAX,USPIBIL,,VALLADOLID,
313,31ETV0064Z,SIMON BOLIVAR,MATUTINO,SECUNDARIA,239,CHEMAX,XALAU (X-ALAU),,VALLADOLID,
314,31ETV0004K,VENUSTIANO CARRANZA,MAT/VESP,SECUNDARIA,213,CHEMAX,X-CAN,,VALLADOLID,
315,31ETV0004K,VENUSTIANO CARRANZA,MAT/VESP,SECUNDARIA,213,CHEMAX,X-CAN,,VALLADOLID,
316,31ETV0058O,JUAN RUIZ DE ALARCON,MATUTINO,SECUNDARIA,60,CHEMAX,CHECHMIL,,VALLADOLID,
317,31KTV0058Z,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,11,CHEMAX,PABALAM,,VALLADOLID,
318,31KTV0057Z,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,12,CHEMAX,LOL-BE,,VALLADOLID,
319,31KTV0066H,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,4,CHEMAX,LA ESPERANZA,,VALLADOLID,
320,31KTV0039K,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,12,CHEMAX,SAN JOSE CHAHUAY,,VALLADOLID,
321,31KTV0038L,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,11,CHEMAX,HIDALGO Y CORTEZ,,VALLADOLID,
322,31KTV0080A,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,2,CHEMAX,PUNTA LAGUNA,,VALLADOLID,
323,31KTV0040Z,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,16,CHEMAX,SANTA CRUZ,,VALLADOLID,
324,31KTV0056A,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,18,CHEMAX,HOTEOCH,,VALLADOLID,
325,31ETV0183M,JUAN PIO PEREZ VERMONT,MATUTINO,SECUNDARIA,14,CHEMAX,FELIPE CARRILLO PUERTO,DOMICILIO CONOCIDO,VALLADOLID,
326,31KTV0037M,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,4,CHEMAX,GUADALUPE,,VALLADOLID,
327,31DJN0189S,VICTORIANO DOMINGUEZ TUN,MATUTINO,PREESCOLAR,160,CHICXULUB PUEBLO,CHICXULUB PUEBLO,CALLE 20 110,MOTUL,
328,31DPR0626S,FRANCISCO I. MADERO,MATUTINO,PRIMARIA,209,CHICXULUB PUEBLO,CHICXULUB PUEBLO,CALLE 22 107,MOTUL,
329,31EPR0018O,FELIPE CARRILLO PUERTO,MATUTINO,PRIMARIA,209,CHICXULUB PUEBLO,CHICXULUB PUEBLO,CALLE 21,MOTUL,
330,31DST0022N,ESCUELA SECUNDARIA TECNICA NUM. 22,MATUTINO,SECUNDARIA,204,CHICXULUB PUEBLO,CHICXULUB PUEBLO,CARRETERA CHICXULUB-CONKAL KILOMETRO 5 NA,MOTUL,
331,31DCC0115L,MARGARITA MAZA DE JUAREZ,MATUTINO,PREESCOLAR,143,CHICHIMILA,CHICHIMILA,CALLE 20,VALLADOLID,
332,31DJN0027G,MANUEL ANTONIO AY,MATUTINO,PREESCOLAR,106,CHICHIMILA,CHICHIMILA,CALLE 16,VALLADOLID,
333,31KCC0042T,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,7,CHICHIMILA,CELTUN,,VALLADOLID,
334,31DCC0188D,NACHI COCOM,MATUTINO,PREESCOLAR,89,CHICHIMILA,DZITOX,,VALLADOLID,
335,31DCC0293O,FRANCISCO I. MADERO,MATUTINO,PREESCOLAR,36,CHICHIMILA,SAN PEDRO,,VALLADOLID,
336,31DCC0116K,21 DE AGOSTO,MATUTINO,PREESCOLAR,41,CHICHIMILA,CHAN X-CAIL,,VALLADOLID,
337,31KCC0073M,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,1,CHICHIMILA,X-CHAY,,VALLADOLID,
338,31KCC0189M,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,6,CHICHIMILA,NUEVO X-HABIN,,VALLADOLID,
339,31KCC0043S,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,2,CHICHIMILA,CRUZ-CHEN,,VALLADOLID,
340,31KCC0244P,ESCUELA CONAFE,DISCONTINUO,PREESCOLAR,4,CHICHIMILA,CHAN PICH,,VALLADOLID,
341,31KCC0074L,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,15,CHICHIMILA,VILLAHERMOSA,,VALLADOLID,
342,31KCC0266A,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PREESCOLAR,4,CHICHIMILA,CHIBILUB,,VALLADOLID,
343,31KCC0075K,PREESCOLAR INDIGENA PAEPI,DISCONTINUO,PREESCOLAR,5,CHICHIMILA,SAN SALVADOR,,VALLADOLID,
344,31DPR0614N,LAZARO CARDENAS,MATUTINO,PRIMARIA,332,CHICHIMILA,CHICHIMILA,CALLE 19,VALLADOLID,
345,31DPR0965R,LUIS ALVAREZ BARRET,VESPERTINO,PRIMARIA,346,CHICHIMILA,CHICHIMILA,CALLE 20 NA,VALLADOLID,
346,31DPR2077S,GUERRA DE CASTAS,MATUTINO,PRIMARIA,164,CHICHIMILA,CHICHIMILA,CALLE 20-A,VALLADOLID,
347,31DPB0129T,IGNACIO RAMIREZ CALZADA,MATUTINO,PRIMARIA,26,CHICHIMILA,CELTUN,,VALLADOLID,
348,31DPR0783I,5 DE MAYO,MATUTINO,PRIMARIA,181,CHICHIMILA,DZITOX,,VALLADOLID,
349,31DPR0607D,CUAUHTEMOC,MATUTINO,PRIMARIA,83,CHICHIMILA,SAN PEDRO,,VALLADOLID,
350,31DPB0189H,21 DE AGOSTO,MATUTINO,PRIMARIA,96,CHICHIMILA,CHAN X-CAIL,,VALLADOLID,
351,31KPB0072S,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,4,CHICHIMILA,X-CHAY,SN,VALLADOLID,
352,31KPR0434M,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PRIMARIA,7,CHICHIMILA,NUEVO X-HABIN,,VALLADOLID,
353,31KPB0071T,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,2,CHICHIMILA,CRUZ-CHEN,,VALLADOLID,
354,31DPB2006X,KUCH KAABO',MATUTINO,PRIMARIA,17,CHICHIMILA,CHAN PICH,,VALLADOLID,
355,31DPB2017C,JUAN ESCUTIA,MATUTINO,PRIMARIA,41,CHICHIMILA,VILLAHERMOSA,,VALLADOLID,
356,31KPB0236L,ESCUELA COMUNITARIA CONAFE,DISCONTINUO,PRIMARIA,5,CHICHIMILA,CHIBILUB,,VALLADOLID,
357,31KPB0161L,PRIMARIA INDIGENA PAEPI,DISCONTINUO,PRIMARIA,3,CHICHIMILA,SAN SALVADOR,,VALLADOLID,
358,31DES0017J,ADOLFO LOPEZ MATEOS,MATUTINO,SECUNDARIA,447,CHICHIMILA,CHICHIMILA,CALLE 27,VALLADOLID,
359,31KTV0004V,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,12,CHICHIMILA,CELTUN,,VALLADOLID,
360,31ETV0116O,CECILIO CHI,MATUTINO,SECUNDARIA,112,CHICHIMILA,DZITOX,SN,VALLADOLID,
361,31DTV0002N,NUEVA CREACION,MATUTINO,SECUNDARIA,53,CHICHIMILA,SAN PEDRO,,VALLADOLID,
362,31DTV0003M,CUITLAHUAC,MATUTINO,SECUNDARIA,32,CHICHIMILA,CHAN X-CAIL,,VALLADOLID,
363,31KTV0093E,SECUNDARIA COMUNITARIA CONAFE,DISCONTINUO,SECUNDARIA,7,CHICHIMILA,CHAN PICH,,VALLADOLID,
364,31KTV0015A,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,15,CHICHIMILA,VILLAHERMOSA,,VALLADOLID,
365,31KTV0041Z,SECUNDARIA COMUNITARIA,DISCONTINUO,SECUNDARIA,5,CHICHIMILA,SAN SALVADOR,,VALLADOLID,
