ID	CCT	NOMBRE	CALLE Y NUMERO	LOCALIDAD	MUNICIPIO
1048	31PJN0178R	CENTRO BILINGÜE INFANTIL	CALLE 15 326	MERIDA	MERIDA
1049	31PJN0179Q	PATRIA UNIDA	CALLE 48 563	MERIDA	MERIDA
1050	31PJN0180F	COLEGIO EDUCATIVO BRISAS	CALLE 16 101 B	MERIDA	MERIDA
1051	31PJN0182D	MARIA GONZALEZ PALMA	CALLE 50 454	MERIDA	MERIDA
1052	31PJN0185A	COLEGIO YUCALPETEN	CALLE 53-C 333	MERIDA	MERIDA
1053	31PJN0186Z	INSTITUTO MODERNO AMERICANO	CALLE 28 202 A	MERIDA	MERIDA
1054	31PJN0188Y	PRINCIPITOS	CALLE 26 89 I	MERIDA	MERIDA
1055	31PJN0189X	EL JARDIN DEL ABUELITO	CALLE 104 433 A	MERIDA	MERIDA
1056	31PJN0190M	TEDY	CALLE 11 332	MERIDA	MERIDA
1057	31PJN0193J	PAIDOS	CALLE 53-D 242	MERIDA	MERIDA
1058	31PJN0194I	JEAN MARCO ITARD	CALLE 45 151	MERIDA	MERIDA
1059	31PJN0195H	JOAQUIN PEON AZNAR	CALLE 60 718	MERIDA	MERIDA
1060	31PJN0196G	YALDUD "NIÑEZ QUE APRENDE"	CALLE 26 270	MERIDA	MERIDA
1061	31PJN0198E	AGORA COMUNIDAD EDUCATIVA		MERIDA	MERIDA
1062	31PJN0199D	AVELINO MONTES LINAJE	CALLE 74 557	MERIDA	MERIDA
1063	31PJN0200C	SEMILLITAS DEL MAYAB	CALLE 41-A 368	MERIDA	MERIDA
1064	31PJN0202A	VIVAN LOS NIÑOS	CALLE 86 519	MERIDA	MERIDA
1065	31PJN0204Z	BAXAL PAAL	CALLE 30 501 U	MERIDA	MERIDA
1066	31PJN0206X	CENTRO EDUCATIVO MONTESSORI LANCASTER	CALLE 15 127 A	MERIDA	MERIDA
1067	31PJN0208V	CENTRO EDUCATIVO INFANTIL MI ESCUELITA	CALLE 16 338 A	MERIDA	MERIDA
1068	31PJN0209U	PEQUEÑOS ARTISTAS	CALLE 43-B 334	MERIDA	MERIDA
1069	31PJN0210J	INSTITUTO PSICOPEDAGOGICO GABRIEL F. DE J. MOGUEL VAZQUEZ	CALLE 62 617	MERIDA	MERIDA
1070	31PJN0212H	EL MUNDO DE LOS TRAVIESOS	CALLE 32 199	MERIDA	MERIDA
1071	31PJN0213G	CENTRO EDUCATIVO ANGLO MONTESSORI	CALLE 37 301	MERIDA	MERIDA
1072	31PJN0214F	HEIDI	CALLE 14 88	MERIDA	MERIDA
1073	31PJN0216D	ESTEFANIA CASTAÑEDA	CALLE 35 211	MERIDA	MERIDA
1074	31PJN0217C	ANTONIO VIVALDI	CALLE 19-A1 350	MERIDA	MERIDA
1075	31PJN0218B	INSTITUTO FROEBEL	CALLE 29 310	MERIDA	MERIDA
1076	31PJN0220Q	ESPACIO EDUCATIVO EVEREST	CALLE 29 74	MERIDA	MERIDA
1077	31PJN0222O	CENTRO EDUCATIVO PEQUEÑOS GENIOS	CALLE 32 402	MERIDA	MERIDA
1078	31PJN0224M	PRIMAVERA FELIZ	CALLE 21 352 E	MERIDA	MERIDA
1079	31PJN0224M	PRIMAVERA FELIZ	CALLE 21 352 E	MERIDA	MERIDA
1080	31PJN0225L	CENTRO DE CUIDADO AL BEBE Y AL INFANTE	CALLE 38 446	MERIDA	MERIDA
1081	31PJN0226K	JUAN DE JAUREGUI	CALLE 41-B 339	MERIDA	MERIDA
1082	31PJN0227J	NIÑOS DE AMERICA	CALLE 61 254	MERIDA	MERIDA
1083	31PJN0228I	COLEGIO VILLA INFANTIL IBERO	CALLE 14 160	MERIDA	MERIDA
1084	31PJN0230X	GONZALO GUERRERO	CALLE 38-A 79 A	MERIDA	MERIDA
1085	31PJN0231W	CENTRO DE ESTIMULACION TEMPRANA MERIDA	CALLE 13 106 C	MERIDA	MERIDA
1086	31PJN0233U	ACUARELAS	CALLE 61 350 X	MERIDA	MERIDA
1087	31PJN0236R	GUARDERIA Y JARDIN DE NIÑOS MONTESSORI ITZIMNA	CALLE 27-A 487	MERIDA	MERIDA
1088	31PJN0237Q	NIÑOS DE MEXICO	CALLE 75 565 A	MERIDA	MERIDA
1089	31PJN0238P	JUSTO SIERRA MENDEZ	CALLE 32 405	MERIDA	MERIDA
1090	31PJN0239O	JUEGO Y APRENDO	CALLE 20 452	MERIDA	MERIDA
1091	31PJN0240D	LILI	CALLE 31-D 283	MERIDA	MERIDA
1092	31PJN0241C	EXPRESION CREATIVA	CALLE 18 101	MERIDA	MERIDA
1093	31PJN0242B	PATTY	CALLE 95-B 530	MERIDA	MERIDA
1094	31PJN0244Z	CENTRO EDUCATIVO GANDHI	CALLE 59-C 204	MERIDA	MERIDA
1095	31PJN0245Z	CACHORRITOS	CALLE 22 367	MERIDA	MERIDA
1096	31PJN0246Y	INSTITUTO DE EDUCACION PROGRESIVA-THE WORKSHOP	CALLE 46 317	MERIDA	MERIDA
1097	31PJN0258C	MI MEJOR AMIGO	CALLE 123-A 237	MERIDA	MERIDA
1098	31PJN0258C	MI MEJOR AMIGO	CALLE 123-A 237	MERIDA	MERIDA
1099	31PJN0260R	TIC TAC	CALLE 28 284	MERIDA	MERIDA
1100	31PJN0261Q	CENTRO EDUCATIVO AMERICA	CALLE 5 141	MERIDA	MERIDA
1101	31PJN0261Q	CENTRO EDUCATIVO AMERICA	CALLE 5 141	MERIDA	MERIDA
1102	31PJN0262P	FEDERICK HERBART MERIDA	CALLE 44 584	MERIDA	MERIDA
1103	31PJN0263O	OCTAVIO PAZ	CALLE 19 192 C	MERIDA	MERIDA
1104	31PJN0264N	MI SEGUNDO HOGAR	CALLE 28 278	MERIDA	MERIDA
1105	31PJN0265M	MI MUNDO MARAVILLOSO	CALLE 40 592	MERIDA	MERIDA
1106	31PJN0268J	CONSUELO ZAVALA	CALLE 58 593	MERIDA	MERIDA
1107	31PJN0269I	ANGELICA GUILLEN FERDINAND	CALLE 53 416	MERIDA	MERIDA
1108	31PJN0270Y	CENTRO ESCOLAR JAIME TORRES BODET	CALLE 65-A 104	MERIDA	MERIDA
1109	31PJN0273V	INSTITUTO MONTE LIBANO	CALLE 54 486  Num. Exterior 1	MERIDA	MERIDA
1110	31PJN0275T	MOTOLINIA DE MERIDA	CALLE 14 100	MERIDA	MERIDA
1111	31PJN0279P	TRAZOS DIVERTIDOS	CALLE 19-A 246	MERIDA	MERIDA
1112	31PJN0281D	VASCO DE QUIROGA	CALLE 60 776	MERIDA	MERIDA
1113	31PJN0284A	EL SOMBRERITO	CALLE 95 499 S	MERIDA	MERIDA
1114	31PJN0285Z	FRIDA KAHLO CALDERON	CALLE 51 326	MERIDA	MERIDA
1115	31PJN0286Z	INJUME	CALLE 66 591	MERIDA	MERIDA
1116	31PJN0287Y	INSTITUTO 12 DE OCTUBRE	CALLE 87 487 K	MERIDA	MERIDA
1117	31PJN0292J	APRENDIENDO A CRECER	CALLE 52 407 B	MERIDA	MERIDA
1118	31PJN0293I	MI MUNDO MAGICO	CALLE 79-C 551	MERIDA	MERIDA
1119	31PJN0294H	ILUSTRACION	CALLE 73-D 119	MERIDA	MERIDA
1120	31PJN0298D	CASITA FELIZ	CALLE 46 377	MERIDA	MERIDA
1121	31PJN0299C	GOTITAS	CALLE 42 551	MERIDA	MERIDA
1122	31PJN0301A	INSTITUTO JOSE MARTI	CALLE 26 91 A	MERIDA	MERIDA
1123	31PJN0303Z	CENTRO EDUCATIVO COLITA DE ALGODON	CALLE 97 474 A	MERIDA	MERIDA
1124	31PJN0304Y	ALBERT EINSTEIN	CALLE 66 618 C	MERIDA	MERIDA
1125	31PJN0305X	U BEEJ PAAL (CAMINO DEL NIÑO)	CALLE 31-A	MERIDA	MERIDA
1126	31PJN0306W	NARCEDALIA GARCIA AGUILAR	CALLE 67 437 B	MERIDA	MERIDA
1127	31PJN0307V	CENTRO EDUCATIVO MI PARAISO INFANTIL	CALLE 50 552	MERIDA	MERIDA
1128	31PJN0314E	NETZAHUALCOYOTL	CALLE 26 202 G	MERIDA	MERIDA
1129	31PJN0316C	EDUCACION PARA LA PAZ	CALLE 15 113 A	MERIDA	MERIDA
1130	31PJN0318A	PEQUEÑAS GENERACIONES	CALLE 69 318	MERIDA	MERIDA
1131	31PJN0319Z	CENTRO EDUCATIVO MUL BIN	CALLE 21 DIAGONAL 270	MERIDA	MERIDA
1132	31PJN0320P	CENTRO EDUCATIVO IRLANDES	CALLE 31 144	MERIDA	MERIDA
1133	31PJN0322N	VALENTIN GOMEZ FARIAS	CALLE 37 334	MERIDA	MERIDA
1134	31PJN0323M	CENTRO ESCOLAR LOS NIÑOS DEL MAÑANA	CALLE 11 516	MERIDA	MERIDA
1135	31PJN0325K	JOSE MARIA PINO SUAREZ	CALLE 38 81	MERIDA	MERIDA
1136	31PJN0330W	CAMINO A LA ESCUELITA	CALLE 2-B 89	MERIDA	MERIDA
1137	31PJN0331V	EMILIANO ZAPATA	CALLE 60 839	MERIDA	MERIDA
1138	31PJN0334S	PLANETA AZUL	CALLE 61-A 386	MERIDA	MERIDA
1139	31PJN0338O	CENTRO EDUCATIVO SONRISAS	CALLE 45 8	MERIDA	MERIDA
1140	31PJN0343Z	MARIAPOLIS	CALLE 63 506	MERIDA	MERIDA
1141	31PJN0346X	MI MUNDO DE INTEGRACION	CALLE 69 383	MERIDA	MERIDA
1142	31PJN0347W	LA CASITA	CALLE 72 482	MERIDA	MERIDA
1143	31PJN0350J	EL CIRCO	CALLE 18 244 A	MERIDA	MERIDA
1144	31PJN0351I	CENTRO DE EDUCACION INTEGRAL BINET	CALLE 85 448	MERIDA	MERIDA
1145	31PJN0352H	LA MAGIA DE LOS NIÑOS	CALLE 20 DIAGONAL 702	MERIDA	MERIDA
1146	31PJN0354F	MI PEQUEÑO TESORO	CALLE 31 298	MERIDA	MERIDA
1147	31PJN0356D	CENTRO EDUCATIVO MONTESSORI NAJ PAALAAL DE MERIDA	CALLE 6	MERIDA	MERIDA
1148	31PJN0357C	MUNDO PEQUEÑO	CALLE 50 140	MERIDA	MERIDA
1149	31PJN0360Q	INSTITUTO ORIENTE	CALLE 15-B 198	MERIDA	MERIDA
1150	31PJN0361P	PAPAGAYITO	CALLE 77-A 483	MERIDA	MERIDA
1151	31PJN0362O	LOS PEQUEÑOS TRAVIESOS	CALLE 42 851 C	MERIDA	MERIDA
1152	31PJN0363N	CENTRO EDUCATIVO INFANTIL MI MUNDO NUEVO	CALLE 110 574	MERIDA	MERIDA
1153	31PJN0364M	INSTITUTO SAVIA	CALLE 23-A 301	MERIDA	MERIDA
1154	31PJN0365L	INSTITUTO CHAMPLAIN	CALLE 15 104	MERIDA	MERIDA
1155	31PJN0366K	CENTRO EDUCATIVO CALVARY	CALLE 27 359	MERIDA	MERIDA
1156	31PJN0369H	CHAMPAGNAT	CALLE 19 99	MERIDA	MERIDA
1157	31PJN0370X	CENTRO EDUCATIVO INTEGRAL DE DESARROLLO INFANTIL	CALLE 14 668 A	MERIDA	MERIDA
1158	31PJN0371W	INSTITUTO MONTECARLO	CALLE 23 221	MERIDA	MERIDA
1159	31PJN0372V	COMUNIDAD EDUCATIVA YAXUNAH	CALLE 43 383	MERIDA	MERIDA
1160	31PJN0375S	CENTRO DE ENSEÑANZA EL CASTAÑAR	CALLE 40 310	MERIDA	MERIDA
1161	31PJN0377Q	ROSA MARIA NEGRON UGARTE	CALLE 67-F 427	MERIDA	MERIDA
1162	31PJN0378P	INSTITUTO PEDAGOGICO DE LA CRUZ	CALLE 45 170	MERIDA	MERIDA
1163	31PJN0379O	JUEGO DE NIÑOS	CALLE 31 662 B-C	MERIDA	MERIDA
1164	31PJN0380D	ROCHAVI ALTABRISA	CALLE 1-A 343	MERIDA	MERIDA
1165	31PJN0381C	COLEGIO REGIONAL DE MEXICO	CALLE 81	MERIDA	MERIDA
1166	31PJN0382B	MI PRIMERA EDUCACION	CALLE 17-A 103	MERIDA	MERIDA
1167	31PJN0385Z	EL JARDIN DE LA ABEJA	CALLE 29 289	MERIDA	MERIDA
1168	31PJN0386Y	CENTRO EDUCATIVO DESTREZAS	CALLE 1-H 182	MERIDA	MERIDA
1169	31PJN0387X	CENTRO EDUCATIVO INFANTIL PARVULITOS	CALLE 51 273	MERIDA	MERIDA
1170	31PJN0389V	MIS PRIMERAS LETRAS	CALLE 57 619	MERIDA	MERIDA
1171	31PJN0390K	INSTITUTO EDUCATIVO BAMBINO	CALLE 70 603 C-D	MERIDA	MERIDA
1172	31PJN0391J	JARDIN DE NIÑOS ITZIMNA	CALLE 11 203	MERIDA	MERIDA
1173	31PJN0392I	COLEGIO REGIONAL DE MEXICO UNIDAD BRISAS	CALLE 26 104	MERIDA	MERIDA
1174	31PJN0393H	U NAJIL XOOK	CALLE 147 890	MERIDA	MERIDA
1175	31PJN0394G	CENTRO DE EDUCACION INTEGRAL PENINSULAR	CALLE 7 335 A	MERIDA	MERIDA
1176	31PJN0396E	APRENDER ES DIVERTIDO	CALLE 94 600 B-C	MERIDA	MERIDA
1177	31PJN0397D	EL CASTILLO DE LOS NIÑOS	CALLE 59 933	MERIDA	MERIDA
1178	31PJN0398C	CENTRO EDUCATIVO INTEGRAL DE YUCATAN	CALLE 39 385	MERIDA	MERIDA
1179	31PJN0400A	NIÑOS DEL MAYAB	CALLE 75-D 469	MERIDA	MERIDA
1180	31PJN0402Z	CENTRO EDUCATIVO EL PATIO DE MI CASA	CALLE 48-A 717	MERIDA	MERIDA
1181	31PJN0408T	NIÑOS EXPLORADORES	CALLE 124 100 B	MERIDA	MERIDA
1182	31PJN0409S	SEÑEROS	CALLE 27 256	MERIDA	MERIDA
1183	31PJN0411G	MIGUEL LEON PORTILLA	CALLE 65 104	MERIDA	MERIDA
1184	31PJN0413E	PAPALOTES	CALLE 46-B 796	MERIDA	MERIDA
1185	31PJN0416B	JARDIN DE NIÑOS ALINA	CALLE 52 867	MERIDA	MERIDA
1186	31PJN0418Z	CENTRO EDUCATIVO INFANTIL DONALD	CALLE 59 634	MERIDA	MERIDA
1187	31PJN0421N	DESARROLLADORA DE GENIOS	CALLE 17-A 377	MERIDA	MERIDA
1188	31PJN0422M	PREESCOLAR X-KANAN	CALLE 4 281	MERIDA	MERIDA
1189	31PJN0424K	COLEGIO HUMANISTA ALFRED NOBEL	CALLE 118 221	MERIDA	MERIDA
1190	31PJN0425J	INSTITUTO MEXICO CAUCEL	CALLE 31 697 B	MERIDA	MERIDA
1191	31PJN0427H	INSTITUTO ARRAYANES	CALLE 40	MERIDA	MERIDA
1192	31PJN0428G	INSTITUTO TIERRA MAGICA	CALLE 31 804 A	MERIDA	MERIDA
1193	31PJN0429F	SHAKTI	CALLE 50 122 B	MERIDA	MERIDA
1194	31PJN0430V	CENTRO EDUCATIVO CHARBEL	CALLE 43-A 829 NA	MERIDA	MERIDA
1195	31PJN0431U	CENTRO BILINGUE INFANTIL ALTABRISA	CALLE 18 306	MERIDA	MERIDA
1196	31PJN0432T	CENTRO EDUCATIVO INFANCIA FELIZ	CALLE 25-A 330	MERIDA	MERIDA
1197	31PJN0433S	CENTRO EDUCATIVO EMMANUEL MOUNIER INTEGRAL HUMANISTA	CALLE ANILLO PERIFERICO KM 4.5	MERIDA	MERIDA
1198	31PJN0434R	COMUNIDAD EDUCATIVA ALIANZ	CARRETERA A PROGRESO	MERIDA	MERIDA
1199	31PJN0435Q	COLEGIO LIBERTAD	CALLE 59 649	MERIDA	MERIDA
1200	31PJN0436P	CENTRO EDUCATIVO NOEL SOUZA CARVAJAL	CALLE 31 778	MERIDA	MERIDA
1201	31PJN0437O	PREESCOLAR INSTITUTO EDUCATIVO PENINSULAR DE YUCATAN	CALLE 32 200 J	MERIDA	MERIDA
1202	31PJN0438N	INSTITUTO EDUCATIVO MATILDE CARDENAS ALVAREZ	CALLE 57 458	MERIDA	MERIDA
1203	31PJN0439M	COLEGIO EL HUERTO MONTESSORI		MERIDA	MERIDA
1204	31PJN0442Z	SCALA NIÑOS	CALLE 51 244	MERIDA	MERIDA
1205	31PJN0444Y	CENTRO EDUCATIVO CARITA FELIZ	CALLE 25-B 448	MERIDA	MERIDA
1206	31PJN0445X	CENTRO EDUCATIVO DESPERTARES	CALLE 81 638	MERIDA	MERIDA
1207	31PJN0447V	NAHIL PAAL	CALLE 25 191	MERIDA	MERIDA
1208	31PJN0448U	CENTRO EDUCATIVO PIAGET SODZIL	CALLE 39	MERIDA	MERIDA
1209	31PJN0449T	COLEGIO BILINGUE DE MERIDA	CALLE 49 275 A	MERIDA	MERIDA
1210	31PJN0450I	COLEGIO DE MEXICO	CALLE 23-A SN	MERIDA	MERIDA
1211	31PJN0451H	NIÑOS HEROES	CALLE 129 574	MERIDA	MERIDA
1212	31PJN0452G	MADISON INTERNATIONAL SCHOOL		MERIDA	MERIDA
1213	31PJN0453F	COLEGIO PEQUEÑOS GRANDES GENIOS	CALLE 53-A 343	MERIDA	MERIDA
1214	31PJN0454E	SALVADOR DALI	CALLE 50 751 B	MERIDA	MERIDA
1215	31DJN0019Y	JAIME NUNO	CALLE 25	CAUCEL	MERIDA
1216	31EJN0045V	JUSTO SIERRA MENDEZ	CALLE 24 103 A	CAUCEL	MERIDA
1217	31DJN2045J	MI SEGUNDO HOGAR	CALLE 10	COSGAYA	MERIDA
1218	31DJN0038M	MANUEL CRESCENCIO REJON	CALLE 18 86	CHABLEKAL	MERIDA
1219	31PJN0152J	COOX MEYAJ	CALLE 20	CHABLEKAL	MERIDA
1220	31DCC0231B	IGNACIO LOPEZ RAYON		CHALMUCH	MERIDA
1221	31KJN0077Y	PREESCOLAR COMUNITARIO		CHEUMAN	MERIDA
1222	31DJN0041Z	JOSEFINA RAMOS DEL RIO	CALLE 20 86	CHOLUL	MERIDA
1223	31PJN0136S	MONARCA	MANZANA 55	CHOLUL	MERIDA
1224	31KJN0020X	PREESCOLAR COMUNITARIO		DZIDZILCHE	MERIDA
1225	31DJN0037N	ANTONIO MEDIZ BOLIO	CALLE 20 99 A	DZITYA	MERIDA
1226	31KJN0382G	PREESCOLAR COMUNITARIO		DZOYAXCHE	MERIDA
1227	31DJN0224H	KUILMAC YOL CHAN PAL	CALLE 19	DZUNUNCAN	MERIDA
1228	31DJN2062Z	FRIDA KAHLO	CALLE 88	DZUNUNCAN	MERIDA
1229	31KJN0089C	PREESCOLAR COMUNITARIO		KIKTEIL	MERIDA
1230	31DJN0106T	MIRIAM SALDIVAR RICALDE		KOMCHEN	MERIDA
1231	31DJN0039L	ESTEFANIA CASTAÑEDA	CALLE 22	MOLAS	MERIDA
1232	31KJN0022V	PREESCOLAR COMUNITARIO		NOC AC	MERIDA
1233	31KJN0087E	PREESCOLAR COMUNITARIO		PETAC	MERIDA
1234	31KJN0024T	PREESCOLAR COMUNITARIO		SAC-NICTE	MERIDA
1235	31KJN0116J	PREESCOLAR COMUNITARIO		SAN IGNACIO TESIP	MERIDA
1236	31DJN0047U	AGUSTIN FRANCO VILLANUEVA	CALLE 23	SAN JOSE TZAL	MERIDA
1237	31EJN0058Z	NACHI COCOM		SAN PEDRO CHIMAY	MERIDA
1238	31DJN2022Z	MUNDO MAYA		SANTA CRUZ PALOMEQUE	MERIDA
1239	31KJN0023U	PREESCOLAR COMUNITARIO		SANTA MARIA CHI	MERIDA
1240	31EJN0055B	FRANCISCO DE MONTEJO	CALLE 17	SIERRA PAPACAL	MERIDA
1241	31DJN0209P	MANUEL ALCALA MARTIN	CALLE 10	SITPACH	MERIDA
1242	31DJN2064Y	CARMEN LIGIA MENDOZA ESCOBEDO		SUSULA	MERIDA
1243	31PJN0414D	JARDIN DE NIÑOS EDUCREA		SUSULA	MERIDA
1244	31KJN0192P	PREESCOLAR COMUNITARIO		SUYTUNCHEN	MERIDA
1245	31DCC0086G	MANUEL ANTONIO AY		TAHDZIBICHEN	MERIDA
1246	31KJN0256J	PREESCOLAR COMUNITARIO		TEMOZON NORTE	MERIDA
1247	31DCC2022J	BENITO JUAREZ GARCIA		TEXAN CAMARA	MERIDA
1248	31DCC0232A	CUITLAHUAC		TIXCACAL	MERIDA
1249	31KJN0030D	PREESCOLAR COMUNITARIO		TIXCUYTUN	MERIDA
1250	31DJN0112D	ALFREDO BARRERA VASQUEZ		SAN ANTONIO TZACALA	MERIDA
1251	31DJN0226F	JAIME OROZA DIAZ		XCANATUN	MERIDA
1252	31KJN0193O	PREESCOLAR COMUNITARIO		XMATKUIL	MERIDA
1253	31DJN0222J	NARCISO SOUZA NOVELO		YAXNIC	MERIDA
1254	31DJN2034D	UTANAA PAAL		XCUNYA	MERIDA
1255	31DJN2036B	K'AB PAAL (MANOS DE NIÑO)		TAMANCHE	MERIDA
1256	31KJN0104E	PREESCOLAR COMUNITARIO		YAXCHE	MERIDA
1257	31EJN0057Z	LORENZO DE ZAVALA		ONCAN	MERIDA
1258	31KJN0112N	PREESCOLAR COMUNITARIO		HUNXECTAMAN	MERIDA
1259	31DPB2026K	JUAN CUPUL	CALLE 52	MERIDA	MERIDA
1260	31DPB2035S	JACINTO CANEK	CALLE 165 284	MERIDA	MERIDA
1261	31DPR0002O	ROBERTO QUIROZ GUERRA	CALLE 45	MERIDA	MERIDA
1262	31DPR0007J	JUAN DE DIOS RODRIGUEZ HEREDIA	CALLE 25 545	MERIDA	MERIDA
1263	31DPR0008I	NIÑOS HEROES	CALLE 25	MERIDA	MERIDA
1264	31DPR0010X	HECTOR ESCALANTE RIVERO	CALLE 21	MERIDA	MERIDA
1265	31DPR0011W	JESUS MANUEL IBARRA PEIRO	CALLE 48	MERIDA	MERIDA
1266	31DPR0014T	GABRIELA MISTRAL	CALLE 5-C 465	MERIDA	MERIDA
1267	31DPR0015S	ELDA CAMPOS NAVARRETE	CALLE 73	MERIDA	MERIDA
1268	31DPR0016R	PEDRO HENRIQUEZ UREÑA	CALLE 50-B	MERIDA	MERIDA
1269	31DPR0017Q	PLAN DE IGUALA	CALLE 42	MERIDA	MERIDA
1270	31DPR0106J	ERMILO ABREU GOMEZ	CALLE 23 207	MERIDA	MERIDA
1271	31DPR0124Z	LUIS G MONZON	CALLE 93 501 J	MERIDA	MERIDA
1272	31DPR0127W	JUSTO SIERRA MENDEZ	CALLE 115 520	MERIDA	MERIDA
1273	31DPR0128V	BENITO JUAREZ GARCIA	CALLE 133 455	MERIDA	MERIDA
1274	31DPR0144M	RITA ARACELLY MOGUEL GAMBOA	CALLE 35	MERIDA	MERIDA
1275	31DPR0145L	VICENTE GUERRERO	CALLE 53 556	MERIDA	MERIDA
1276	31DPR0146K	AUGUSTO MOLINA RAMOS	CALLE 125	MERIDA	MERIDA
1277	31DPR0176E	ADRIANA VADILLO RIVAS	CALLE 45 238	MERIDA	MERIDA
1278	31DPR0195T	BLANCA SANCHEZ PINTO	CALLE 36 272 C	MERIDA	MERIDA
1279	31DPR0204K	CENTENARIO DEL EJERCITO MEXICANO	AVENIDA AVIACION 426 NA	MERIDA	MERIDA
1280	31DPR0206I	JUAN PEDRO PACHECO TORRES	CALLE 145	MERIDA	MERIDA
1281	31DPR0208G	SALVADOR VARELA RESENDIZ	CALLE 52	MERIDA	MERIDA
1282	31DPR0209F	ADOLFINA CARDEÑA M DE ARCEO	CALLE 71-A 373	MERIDA	MERIDA
1283	31DPR0212T	RAFAELA RODRIGUEZ	AVENIDA ITZAES 597	MERIDA	MERIDA
1284	31DPR0213S	VENUSTIANO CARRANZA	CALLE 10	MERIDA	MERIDA
1285	31DPR0224Y	EJERCITO NACIONAL	CALLE 66 757 B	MERIDA	MERIDA
1286	31DPR0226W	ALFONSO N URUETA CARRILLO	CALLE 98 511 C	MERIDA	MERIDA
1287	31DPR0227V	CUAUHTEMOC	CALLE 80 563	MERIDA	MERIDA
1288	31DPR0228U	ALFONSO N URUETA CARRILLO	CALLE 31-D	MERIDA	MERIDA
1289	31DPR0232G	ICHCAANZIHO	CALLE 44	MERIDA	MERIDA
1290	31DPR0234E	JOAQUIN CEBALLOS MIMENZA	CALLE 73	MERIDA	MERIDA
1291	31DPR0255R	IGNACIO RAMIREZ LOPEZ	AVENIDA 5 DE MAYO	MERIDA	MERIDA
1292	31DPR0263Z	EMILIANO ZAPATA	CALLE 105 640  Num. Exterior 650	MERIDA	MERIDA
1293	31DPR0264Z	BENITO JUAREZ GARCIA	CALLE 46	MERIDA	MERIDA
1294	31DPR0265Y	RAFAEL MATOS ESCOBEDO	CALLE 100	MERIDA	MERIDA
1295	31DPR0266X	BELISARIO DOMINGUEZ	CALLE 95-C 559	MERIDA	MERIDA
1296	31DPR0267W	LAZARO CARDENAS DEL RIO	CALLE 129 639	MERIDA	MERIDA
1297	31DPR0268V	FELIPE CARRILLO PUERTO	CALLE 20	MERIDA	MERIDA
1298	31DPR0299O	JOSE MARIA MORELOS	CALLE 129	MERIDA	MERIDA
1299	31DPR0324X	FRANCISCO J. MUJICA	CALLE 79-BIS 597	MERIDA	MERIDA
1300	31DPR0325W	EMILIANO ZAPATA	CALLE 57	MERIDA	MERIDA
1301	31DPR0378A	VICENTE MARIA VELAZQUEZ	CALLE 129 639	MERIDA	MERIDA
1302	31DPR0382N	VENUSTIANO CARRANZA	CALLE 77 400	MERIDA	MERIDA
1303	31DPR0387I	ZAMNA	CALLE 49 240	MERIDA	MERIDA
1304	31DPR0396Q	CENTENARIO DEL EJERCITO MEXICANO	AVENIDA AVIACION 426	MERIDA	MERIDA
1305	31DPR0399N	ARTEMIO ALPIZAR RUZ	CALLE 65-A	MERIDA	MERIDA
1306	31DPR0406G	JOSE RENDON PENICHE	CALLE 47 DIAGONAL 255	MERIDA	MERIDA
1307	31DPR0407F	RAFAEL MOGUEL GAMBOA	CALLE 16	MERIDA	MERIDA
1308	31DPR0414P	DAMIAN CARMONA	CALLE 41	MERIDA	MERIDA
1309	31DPR0416N	CESAR MENDOZA SANTANA	CALLE 55	MERIDA	MERIDA
1310	31DPR0419K	PEDRO R PINZON SANCHEZ	CALLE 125	MERIDA	MERIDA
1311	31DPR0444J	RAMON NAVARRETE ROSADO	CALLE 46	MERIDA	MERIDA
1312	31DPR0466V	GREGORIO TORRES QUINTERO	CALLE 35 353	MERIDA	MERIDA
1313	31DPR0483L	JUSTO SIERRA MENDEZ	CALLE 14 301	MERIDA	MERIDA
1314	31DPR0486I	REVOLUCION	CALLE 16 589	MERIDA	MERIDA
1315	31DPR0495Q	LEOPOLDO ARANA CABRERA	CALLE 77 400	MERIDA	MERIDA
1316	31DPR0512Q	27 DE SEPTIEMBRE	CALLE 14 84	MERIDA	MERIDA
1317	31DPR0514O	NETZAHUALCOYOTL	CALLE 104 435	MERIDA	MERIDA
1318	31DPR0536Z	DELIO MORENO CANTON	CALLE 64-H 621 B	MERIDA	MERIDA
1319	31DPR0546G	NETZAHUALCOYOTL	CALLE 104 435	MERIDA	MERIDA
1320	31DPR0548E	CARMEN SERDAN	CALLE 54-A 580	MERIDA	MERIDA
1321	31DPR0551S	RODOLFO MENENDEZ DE LA PEÑA	CALLE 49 571	MERIDA	MERIDA
1322	31DPR0552R	BENITO JUAREZ GARCIA	CALLE 46	MERIDA	MERIDA
1323	31DPR0554P	SALVADOR VARELA RESENDIZ	CALLE 52	MERIDA	MERIDA
1324	31DPR0558L	JOSE MARIA MORELOS Y PAVON	CALLE 15 PONIENTE 109	MERIDA	MERIDA
1325	31DPR0560Z	FELIPE CARRILLO PUERTO	CALLE 111-A	MERIDA	MERIDA
1326	31DPR0564W	EMILIANO ZAPATA	CALLE 20	MERIDA	MERIDA
1327	31DPR0600K	SALVADOR ALVARADO	CALLE 25 545	MERIDA	MERIDA
1328	31DPR0610R	JUSTO SIERRA MENDEZ	CALLE 115 520	MERIDA	MERIDA
