NOMBRE,CALLE Y NUMERO,LOCALIDAD,MUNICIPIO,LAT_HITS,LNG_HITS
AGUSTIN FRANCO VILLANUEVA,CALLE 23,SAN JOSE TZAL,MERIDA,ZERO_RESULTS,ZERO_RESULTS
EMILIANO ZAPATA,CALLE 23,SAN JOSE TZAL,MERIDA,20.8218546,-89.6565649
ESCUELA SECUNDARIA TECNICA NUM. 24,CALLE 23,MERIDA,MERIDA,20.97,-89.62
ESCUELA SECUNDARIA TECNICA NUM. 55,CALLE 23,MERIDA,MERIDA,20.97,-89.62
SECUNDARIA TECNICA NUM. 78,CALLE 23,MERIDA,MERIDA,20.97,-89.62
ESCUELA SECUNDARIA TECNICA NUM. 42,CALLE 23,OPICHEN,OPICHEN,20.5475198,-89.8500283
JUSTO SIERRA MENDEZ,CALLE 23,SANTA ELENA,SANTA ELENA,ZERO_RESULTS,ZERO_RESULTS
EL NIÑO ARTILLERO,CALLE 23,UMAN,UMAN,20.8798777,-89.746203
DOMINGO SOLIS,CALLE 23-A,KOPOMA,KOPOMA,20.645795,-89.903595
ISABEL MARIA PEREZ DE RIVERO,CALLE 23-A,PROGRESO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
INSTITUTO SAVIA,CALLE 23-A 301,MERIDA,MERIDA,21.0081218,-89.6441007
INSTITUTO SAVIA,CALLE 23-A 301,MERIDA,MERIDA,21.0081218,-89.6441007
CENDI Y JARDIN EL MUNDO DE LOS NIÑOS,CALLE 23-A 323,MERIDA,MERIDA,20.996237,-89.5942216
CENTRO EDUCATIVO EL MUNDO DE LOS NIÑOS,CALLE 23-A 323,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
COLEGIO DE MEXICO,CALLE 23-A SN,MERIDA,MERIDA,20.9875741,-89.637056
COLEGIO DE MEXICO,CALLE 23-A SN,MERIDA,MERIDA,20.9875741,-89.637056
NICOLAS PENICHE DZUL,CALLE 23 100,SUCILA,SUCILA,ZERO_RESULTS,ZERO_RESULTS
VICTOR GALLO MARTINEZ,CALLE 23 100,TIMUCUY,TIMUCUY,ZERO_RESULTS,ZERO_RESULTS
LEONARDO DA VINCI,CALLE 23 105,TELCHAC,TELCHAC PUEBLO,ZERO_RESULTS,ZERO_RESULTS
MI PATRIA,CALLE 23 110,TIMUCUY,TIMUCUY,ZERO_RESULTS,ZERO_RESULTS
ALBINO J LOPE,CALLE 23 116,ACANCEH,ACANCEH,20.8206298,-89.457132
TIBURCIO FLOTA,CALLE 23 12,TIXMEHUAC,TIXMEHUAC,ZERO_RESULTS,ZERO_RESULTS
SYLVANA,CALLE 23 124 A,VALLADOLID,VALLADOLID,ZERO_RESULTS,ZERO_RESULTS
SYLVANA,CALLE 23 124 A,VALLADOLID,VALLADOLID,ZERO_RESULTS,ZERO_RESULTS
LEANDRO VALLE,CALLE 23 153,KANASIN,KANASIN,20.9296735,-89.5672175
FAUSTINO GARCIA FRANCO,CALLE 23 187,MUNA,MUNA,ZERO_RESULTS,ZERO_RESULTS
RAFAEL RAMIREZ CASTAÑEDA,CALLE 23 188,ESPITA,ESPITA,ZERO_RESULTS,ZERO_RESULTS
NIÑOS HEROES,CALLE 23 188,ESPITA,ESPITA,ZERO_RESULTS,ZERO_RESULTS
IGNACIO ALDAMA,CALLE 23 200 A,MUNA,MUNA,ZERO_RESULTS,ZERO_RESULTS
ARCO IRIS DE MUNA,CALLE 23 203,MUNA,MUNA,ZERO_RESULTS,ZERO_RESULTS
JUSTO SIERRA MENDEZ,CALLE 23 204,KANTUNIL,KANTUNIL,ZERO_RESULTS,ZERO_RESULTS
ERMILO ABREU GOMEZ,CALLE 23 207,MERIDA,MERIDA,20.9665541,-89.5961357
EL CARRUSEL DE MERIDA,CALLE 23 209,MERIDA,MERIDA,20.9877404,-89.637897
CREATIVIDAD EN LA EDUCACION,CALLE 23 209,MERIDA,MERIDA,20.994858,-89.596928
JOSE MONTES DE OCA,CALLE 23 209,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
NIÑO ARTILLERO,CALLE 23 22,TZUCACAB,TZUCACAB,20.0763894,-89.0466065
INSTITUTO MONTECARLO,CALLE 23 221,MERIDA,MERIDA,21.0267877,-89.5791137
ALFREDO PENICHE EROSA,CALLE 23 47,CALOTMUL,CALOTMUL,ZERO_RESULTS,ZERO_RESULTS
JOSE TRINIDAD MENDEZ,CALLE 23 53,CHELEM,PROGRESO,21.2676831,-89.7381436
JARDINES,CALLE 23 710,MERIDA,MERIDA,20.9998101,-89.5895764
COLEGIO JARDINES,CALLE 23 710,MERIDA,MERIDA,20.9998466,-89.5895241
COLEGIO JARDINES,CALLE 23 710,MERIDA,MERIDA,20.9998466,-89.5895241
TUNBEN KIN,CALLE 23 76,CONKAL,CONKAL,21.0718897,-89.511269
MELCHOR OCAMPO,CALLE 23 78,SOTUTA,SOTUTA,20.5947583,-89.0048651
NARCISO MENDOZA,CALLE 23 79,TZUCACAB,TZUCACAB,20.0763245,-89.0461957
FRANCISCO I. MADERO,CALLE 23 90,TUNKAS,TUNKAS,ZERO_RESULTS,ZERO_RESULTS
JOSE MARIA MORELOS Y PAVON,CALLE 23 95,OPICHEN,OPICHEN,ZERO_RESULTS,ZERO_RESULTS
SILVESTRE EROSA PENICHE,CALLE 23 99,DZITAS,DZITAS,20.8405838,-88.5275098
HUMBERTO LARA Y LARA,CALLE 23 CARRETERA MERIDA-CAUCEL,CAUCEL,MERIDA,21.0085616,-89.6949986
MARCELINA SILVA DE ARCEO,CALLE 23 SN,VALLADOLID,VALLADOLID,ZERO_RESULTS,ZERO_RESULTS
HERNAN CORTES,CALLE 24,CHOCHOLA,CHOCHOLA,ZERO_RESULTS,ZERO_RESULTS
SASIL JA',CALLE 24,DZAN,DZAN,ZERO_RESULTS,ZERO_RESULTS
BENITO JUAREZ GARCIA,CALLE 24,HOLCA,KANTUNIL,ZERO_RESULTS,ZERO_RESULTS
ITZ CAAN,CALLE 24,MAYAPAN,MAYAPAN,ZERO_RESULTS,ZERO_RESULTS
KUKULCAN,CALLE 24,MERIDA,MERIDA,20.9467178,-89.5970802
ROMULO ROZO,CALLE 24,DZUNUNCAN,MERIDA,ZERO_RESULTS,ZERO_RESULTS
FELIPE CARRILLO PUERTO,CALLE 24,SAMAHIL,SAMAHIL,ZERO_RESULTS,ZERO_RESULTS
FELIPE CARRILLO PUERTO,CALLE 24,TECOH,TECOH,20.7484703,-89.4754877
CUITLAHUAC,CALLE 24,TIXPEHUAL,TIXPEHUAL,20.9785579,-89.4460196
JUSTO SIERRA MENDEZ,CALLE 24 103 A,CAUCEL,MERIDA,21.0147763,-89.7105256
SOR JUANA INES DE LA CRUZ,CALLE 24 104,CANSAHCAB,CANSAHCAB,21.1588689,-89.1034414
MARCIAL CERVERA BUENFIL,CALLE 24 110,CONKAL,CONKAL,ZERO_RESULTS,ZERO_RESULTS
CENTRO EDUCATIVO LAROUSSE,CALLE 24 121,MERIDA,MERIDA,21.0072718,-89.6374954
TUM BEN HA,CALLE 24 141,ESPITA,ESPITA,21.0205997,-88.3051744
JULIA ESCOBAR CEBALLOS,CALLE 24 144,PROGRESO,PROGRESO,21.2844302,-89.6618959
BRIGIDA ALFARO,CALLE 24 150,UMAN,UMAN,20.8922543,-89.7330139
ESTADO DE CAMPECHE,CALLE 24 173,TICUL,TICUL,20.4037045,-89.533939
GUARDERIA PARTICIPATIVA NUM. 326 SERVICIOS DE GUARDERIA A LA NIÑEZ CAN,CALLE 24 188 B,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CARLOS MARX,CALLE 24 193,PROGRESO,PROGRESO,21.2869105,-89.6605695
CARLOS MARX,CALLE 24 193,PROGRESO,PROGRESO,21.2869105,-89.6605695
JUAN ESCUTIA,CALLE 24 203 B,HUNUCMA,HUNUCMA,ZERO_RESULTS,ZERO_RESULTS
VICENTE GUERRERO,CALLE 24 220,MOTUL DE CARRILLO PUERTO,MOTUL,21.110914,-89.2764885
CRISMAR,CALLE 24 222,HUNUCMA,HUNUCMA,21.0126719,-89.8734418
NIÑOS HEROES,CALLE 24 222,HUNUCMA,HUNUCMA,ZERO_RESULTS,ZERO_RESULTS
TIBURCIO MENA,CALLE 24 243,IZAMAL,IZAMAL,20.9257331,-89.0147516
FELIPE CARRILLO PUERTO,CALLE 24 256 A,TICUL,TICUL,20.3970298,-89.532789
AGUSTIN MELGAR,CALLE 24 268 C,IZAMAL,IZAMAL,ZERO_RESULTS,ZERO_RESULTS
GRUPO MONTESSORI DE LA CIUDAD DE MERIDA,CALLE 24 305 A,MERIDA,MERIDA,21.032716,-89.637858
SAN ANGEL,CALLE 24 305 A,MOTUL DE CARRILLO PUERTO,MOTUL,21.0965721,-89.2812541
COLEGIO SAN ANGEL,CALLE 24 305 A,MOTUL DE CARRILLO PUERTO,MOTUL,21.0965721,-89.2812541
CENTRO EDUCATIVO ITZAMNA,CALLE 24 67,MERIDA,MERIDA,21.0220706,-89.6371345
ITZAMNA,CALLE 24 67  Num. Exterior 85,MERIDA,MERIDA,21.0220706,-89.6371345
MIGUEL HIDALGO Y COSTILLA,CALLE 24 87,SINANCHE,SINANCHE,21.2254538,-89.1851141
FELIPE CARRILLO PUERTO,CALLE 24 93,HOMUN,HOMUN,ZERO_RESULTS,ZERO_RESULTS
JUAN N ALVAREZ,CALLE 24 93,HOMUN,HOMUN,ZERO_RESULTS,ZERO_RESULTS
ARMANDO E GOROCICA PUERTO,CALLE 24 93,TIXKOKOB,TIXKOKOB,21.0053322,-89.3957033
ARMANDO E GOROCICA PUERTO,CALLE 24 93,TIXKOKOB,TIXKOKOB,21.0053322,-89.3957033
DR. FABIAN VALLADO ESCALANTE,CALLE 24 CARRETERA A SUCILA,ESPITA,ESPITA,ZERO_RESULTS,ZERO_RESULTS
EMILIANO ZAPATA,CALLE 24 NA,SAMAHIL,SAMAHIL,ZERO_RESULTS,ZERO_RESULTS
LUIS DONALDO COLOSIO MURRIETA,CALLE 24 NA,TETIZ,TETIZ,ZERO_RESULTS,ZERO_RESULTS
JOSEFINA RAMOS DEL RIO,CALLE 25,ACANCEH,ACANCEH,ZERO_RESULTS,ZERO_RESULTS
U NE'EK SAAMAL,CALLE 25,CHEMAX,CHEMAX,ZERO_RESULTS,ZERO_RESULTS
CUAUHTEMOC,CALLE 25,KANASIN,KANASIN,20.9509537,-89.5562008
BENITO JUAREZ GARCIA,CALLE 25,MANI,MANI,ZERO_RESULTS,ZERO_RESULTS
ESCUELA SECUNDARIA TECNICA NUM. 5,CALLE 25,MAXCANU,MAXCANU,20.5815014,-90.0083441
GVC CENTRO UNIVERSAL PARA NIÑOS ACTIVOS Y SOCIALES 036,CALLE 25,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JAIME NUNO,CALLE 25,CAUCEL,MERIDA,21.0124186,-89.7026694
NIÑOS HEROES,CALLE 25,MERIDA,MERIDA,20.9311377,-89.6687036
ROBERTO QUIROZ GUERRA,CALLE 25,MERIDA,MERIDA,21.0017796,-89.6560815
FELIPE CARRILLO PUERTO,CALLE 25,MERIDA,MERIDA,20.97,-89.62
AGORA COMUNIDAD EDUCATIVA,CALLE 25,MERIDA,MERIDA,21.0475563,-89.6145918
AGUSTIN MELGAR,CALLE 25,SACALUM,SACALUM,ZERO_RESULTS,ZERO_RESULTS
JUAN GARCIA PONCE,CALLE 25,UAYMA,UAYMA,ZERO_RESULTS,ZERO_RESULTS
VENUSTIANO CARRANZA,CALLE 25,YAXCABA,YAXCABA,20.5474404,-88.8264977
TIERRA Y LIBERTAD,CALLE 25-A,UMAN,UMAN,ZERO_RESULTS,ZERO_RESULTS
CENTRO EDUCATIVO INFANCIA FELIZ,CALLE 25-A 330,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
MIGUEL HIDALGO,CALLE 25-A 455,MERIDA,MERIDA,21.0098173,-89.6601218
MIGUEL HIDALGO,CALLE 25-A 455,MERIDA,MERIDA,21.0098173,-89.6601218
22 DE FEBRERO CROC,CALLE 25-B,MERIDA,MERIDA,20.9523844,-89.5798232
COLEGIO DE MEXICO,CALLE 25-B 291,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CENTRO EDUCATIVO CARITA FELIZ,CALLE 25-B 448,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GALILEO GALILEI,CALLE 25 101,KANASIN,KANASIN,20.9324486,-89.5584047
RICARDO FLORES MAGON,CALLE 25 139 NA,TICUL,TICUL,20.4005146,-89.5232769
ANTONIO MEDIZ BOLIO,CALLE 25 181,VALLADOLID,VALLADOLID,20.7006481,-88.198801
RICARDO LOPEZ MENDEZ,CALLE 25 181,VALLADOLID,VALLADOLID,20.705314,-88.1850986
LEONA VICARIO,CALLE 25 186,PUSTUNICH,TICUL,ZERO_RESULTS,ZERO_RESULTS
GAUDENCIO PERAZA ESQUILIANO,CALLE 25 186,TICUL,TICUL,ZERO_RESULTS,ZERO_RESULTS
FELIPE CARRILLO PUERTO,CALLE 25 189,PUSTUNICH,TICUL,ZERO_RESULTS,ZERO_RESULTS
NAHIL PAAL,CALLE 25 191,MERIDA,MERIDA,20.97094,-89.674234
PRUDENCIO PATRON PENICHE,CALLE 25 198 A,ESPITA,ESPITA,21.0106911,-88.3059719
JOAQUIN BARRERA GONZALEZ,CALLE 25 200,TICUL,TICUL,20.3975632,-89.5318519
FEDERICO FROEBEL,CALLE 25 203,MERIDA,MERIDA,20.9383867,-89.6009889
VENUSTIANO CARRANZA,CALLE 25 226,TICUL,TICUL,20.3962476,-89.5405719
BENITO JUAREZ GARCIA,CALLE 25 230,MAMA,MAMA,ZERO_RESULTS,ZERO_RESULTS
DR. JAIME TORRES BODET,CALLE 25 252 A,MUNA,MUNA,ZERO_RESULTS,ZERO_RESULTS
RUBEN DARIO,CALLE 25 36,CHICXULUB (CHICXULUB PUERTO),PROGRESO,21.2916983,-89.6067412
JUAN DE DIOS RODRIGUEZ HEREDIA,CALLE 25 545,MERIDA,MERIDA,20.973626,-89.5751223
SALVADOR ALVARADO,CALLE 25 545,MERIDA,MERIDA,20.9706598,-89.5983538
FELIPE CARRILLO PUERTO,CALLE 25 66,DZILAM GONZALEZ,DZILAM GONZALEZ,21.2817192,-88.9272134
FELIPE CARRILLO PUERTO,CALLE 25 77,TEYA,TEYA,ZERO_RESULTS,ZERO_RESULTS
MARIA DEL TRANSITO NOVELO,CALLE 25 86,DZITAS,DZITAS,ZERO_RESULTS,ZERO_RESULTS
ADOLFO LOPEZ MATEOS,CALLE 25 86,DZITAS,DZITAS,20.8408004,-88.5364039
ALFREDO BARRERA VASQUEZ,CALLE 25 87 NA,CHOLUL MERIDA,MERIDA,21.0397211,-89.5557584
SECUNDARIA NUM. 78,CALLE 25 CARRETERA MAMA,CHAPAB,CHAPAB,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO J. MUJICA,CALLE 26,CANTAMAYEC,CANTAMAYEC,20.472265,-89.0838895
SANTIAGO MENDEZ GIL,CALLE 26,CHAPAB,CHAPAB,ZERO_RESULTS,ZERO_RESULTS
JUAN ESCUTIA,CALLE 26,CHEMAX,CHEMAX,20.6611515,-87.9415923
EKNAKAN,CALLE 26,HOCABA,HOCABA,20.8173969,-89.2497431
FELICIANO CANUL REYES,CALLE 26,HUNUCMA,HUNUCMA,21.0151879,-89.8750499
FRANCISCO I. MADERO,CALLE 26,HUNUCMA,HUNUCMA,ZERO_RESULTS,ZERO_RESULTS
EUSTAQUIO AVILA SOSA,CALLE 26,IZAMAL,IZAMAL,20.9232483,-89.017939
DOROTEO ARANGO,CALLE 26,MANI,MANI,ZERO_RESULTS,ZERO_RESULTS
JUAN ENRIQUE DUNANT,CALLE 26,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
RAFAEL MOGUEL GAMBOA,CALLE 26,MOTUL DE CARRILLO PUERTO,MOTUL,21.1002409,-89.2775271
EL PIPILA,CALLE 26,KINI,MOTUL,ZERO_RESULTS,ZERO_RESULTS
EULOGIO PALMA Y PALMA,CALLE 26,MOTUL DE CARRILLO PUERTO,MOTUL,21.1076833,-89.2820779
EULOGIO PALMA Y PALMA,CALLE 26,MOTUL DE CARRILLO PUERTO,MOTUL,21.1076833,-89.2820779
FELIPE CARRILLO PUERTO,CALLE 26,MUXUPIP,MUXUPIP,21.0329819,-89.332248
EL PETEN,CALLE 26,QUINTANA ROO,QUINTANA ROO,ZERO_RESULTS,ZERO_RESULTS
AQUILES SERDAN,CALLE 26,SACALUM,SACALUM,20.4974133,-89.5894138
PASTOR RAMIREZ COELLO,CALLE 26,SACALUM,SACALUM,ZERO_RESULTS,ZERO_RESULTS
U CHEEL KA'AN,CALLE 26,SOTUTA,SOTUTA,ZERO_RESULTS,ZERO_RESULTS
LEONA VICARIO,CALLE 26,TECOH,TECOH,20.7420348,-89.4726018
JOSE INES NOVELO,CALLE 26,VALLADOLID,VALLADOLID,20.6928578,-88.1915562
JOSE INES NOVELO,CALLE 26,VALLADOLID,VALLADOLID,20.6928578,-88.1915562
JESUS REYES HEROLES,CALLE 26-A,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GABRIELA MISTRAL,CALLE 26-A 170 B,HUNUCMA,HUNUCMA,21.0240316,-89.8721095
ESPERANZA GARCIA DE NYSSEN,CALLE 26-A 206,MOTUL DE CARRILLO PUERTO,MOTUL,ZERO_RESULTS,ZERO_RESULTS
ESCUELA SECUNDARIA TECNICA NUM. 56,CALLE 26-B,MERIDA,MERIDA,20.9915277,-89.5749887
ESCUELA SECUNDARIA TECNICA NUM. 56,CALLE 26-B,MERIDA,MERIDA,20.9915277,-89.5749887
BENITO JUAREZ GARCIA,CALLE 26 102,DZIDZANTUN,DZIDZANTUN,ZERO_RESULTS,ZERO_RESULTS
JEAN PEAGET,CALLE 26 103,DZEMUL,DZEMUL,ZERO_RESULTS,ZERO_RESULTS
COLEGIO REGIONAL DE MEXICO UNIDAD BRISAS,CALLE 26 104,MERIDA,MERIDA,20.988722,-89.584374
GABRIELA MISTRAL,CALLE 26 111,KINI,MOTUL,ZERO_RESULTS,ZERO_RESULTS
COLEGIO REGIONAL DE MEXICO UNIDAD BRISAS,CALLE 26 112,MERIDA,MERIDA,20.988722,-89.584374
FERNANDO MONTES DE OCA,CALLE 26 117,UMAN,UMAN,20.8772998,-89.7537289
LAZARO CARDENAS DEL RIO,CALLE 26 120,TUNKAS,TUNKAS,ZERO_RESULTS,ZERO_RESULTS
PRINCIPITOS,CALLE 26 121,MERIDA,MERIDA,20.9955717,-89.614302
VICTOR MANUEL ALAYOLA ROSAS,CALLE 26 121,MERIDA,MERIDA,20.9959911,-89.6143228
SALVADOR ALVARADO,CALLE 26 127,HUNUCMA,HUNUCMA,ZERO_RESULTS,ZERO_RESULTS
MIGUEL HIDALGO Y COSTILLA,CALLE 26 135,HOCTUN,HOCTUN,20.7726904,-89.2142237
MIGUEL HIDALGO Y COSTILLA,CALLE 26 135,HOCTUN,HOCTUN,20.7726904,-89.2142237
SOLIDARIDAD,CALLE 26 160,MERIDA,MERIDA,20.9858068,-89.6751262
ESTADO DE MICHOACAN,CALLE 26 163,ESPITA,ESPITA,ZERO_RESULTS,ZERO_RESULTS
PRUDENCIO PATRON PENICHE,CALLE 26 163,ESPITA,ESPITA,ZERO_RESULTS,ZERO_RESULTS
JEANNE DE MATEL,CALLE 26 163 A,HUNUCMA,HUNUCMA,21.0210349,-89.8690617
PABLO MORENO,CALLE 26 165,HUNUCMA,HUNUCMA,21.0216897,-89.8691468
PEDRO C DOMINGUEZ,CALLE 26 171,MUNA,MUNA,20.4855818,-89.713662
YOC-CHEEN-AB,CALLE 26 182,TEABO,TEABO,ZERO_RESULTS,ZERO_RESULTS
NETZAHUALCOYOTL,CALLE 26 202 G,MERIDA,MERIDA,20.9681013,-89.6553049
MI SEGUNDO HOGAR,CALLE 26 254,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
AMERICO VESPUCIO,CALLE 26 254,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JOSE DE LA LUZ MENA Y ALCOCER,CALLE 26 254,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CONSORCIO EDUCATIVO DEL MAYAB GVU-1359,CALLE 26 266,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
"YALDUD ""NIÑEZ QUE APRENDE""",CALLE 26 270,MERIDA,MERIDA,20.976652,-89.64914
TIBURCIO MENA,CALLE 26 337,IZAMAL,IZAMAL,20.9257331,-89.0147516
PRINCIPITOS,CALLE 26 89 I,MERIDA,MERIDA,20.9955717,-89.614302
INSTITUTO JOSE MARTI,CALLE 26 91 A,MERIDA,MERIDA,21.0192588,-89.6376959
JOSEFA CENTENO ROSADO,CALLE 26 91 A,MERIDA,MERIDA,21.0187544,-89.6382384
JOSE MARTI,CALLE 26 91 A,MERIDA,MERIDA,21.0192588,-89.6376959
ENRIQUE DIAZ VILLAMIL,CALLE 26 96,TIXKOKOB,TIXKOKOB,ZERO_RESULTS,ZERO_RESULTS
RAMIRO RODRIGUEZ AGUAYO,CALLE 26 CARRETERA A TEKAL DE VENEGAS,TEMAX,TEMAX,ZERO_RESULTS,ZERO_RESULTS
EMILIANO ZAPATA,CALLE 26 CARRETERA MERIDA-HUNUCMA NA,HUNUCMA,HUNUCMA,ZERO_RESULTS,ZERO_RESULTS
EMILIANO ZAPATA,CALLE 26 CARRETERA MERIDA-HUNUCMA NA,HUNUCMA,HUNUCMA,ZERO_RESULTS,ZERO_RESULTS
CUAUHTEMOC,CALLE 26 CARRETERA POSTUNICH-TABI,PUSTUNICH,TICUL,ZERO_RESULTS,ZERO_RESULTS
ADOLFO LOPEZ MATEOS,CALLE 27,CHICHIMILA,CHICHIMILA,ZERO_RESULTS,ZERO_RESULTS
K'UK'ULCAN,CALLE 27,DZITAS,DZITAS,ZERO_RESULTS,ZERO_RESULTS
GUADALUPE VICTORIA,CALLE 27,HOCTUN,HOCTUN,20.8627013,-89.1998771
ESFUERZO POPULAR,CALLE 27,MERIDA,MERIDA,21.0018544,-89.5683859
INSTITUTO MODERNO AMERICANO,CALLE 27,MERIDA,MERIDA,21.0070956,-89.5738449
ENRIQUE REBSAMEN,CALLE 27,PROGRESO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
MANIOBRAS MARITIMAS,CALLE 27,PROGRESO,PROGRESO,21.2854737,-89.664134
MANIOBRAS MARITIMAS,CALLE 27,PROGRESO,PROGRESO,21.2854737,-89.664134
ANDRES QUINTANA ROO,CALLE 27,CHICXULUB (CHICXULUB PUERTO),PROGRESO,ZERO_RESULTS,ZERO_RESULTS
ANDRES QUINTANA ROO,CALLE 27,CHICXULUB (CHICXULUB PUERTO),PROGRESO,ZERO_RESULTS,ZERO_RESULTS
PEDRO PABLO GOMEZ,CALLE 27,SOTUTA,SOTUTA,ZERO_RESULTS,ZERO_RESULTS
18 DE MARZO,CALLE 27,ZAVALA,SOTUTA,ZERO_RESULTS,ZERO_RESULTS
PEDRO NOH BARON,CALLE 27,TELCHAC PUERTO,TELCHAC PUERTO,ZERO_RESULTS,ZERO_RESULTS
30 DE ABRIL,CALLE 27,TICUL,TICUL,20.3935235,-89.546447
VICTOR MANUEL MARTINEZ HERRERA,CALLE 27,TUNKAS,TUNKAS,ZERO_RESULTS,ZERO_RESULTS
WILLIAM MANUEL QUINTAL MONTERO,CALLE 27,UMAN,UMAN,20.8750847,-89.7346185
AMADO NERVO,CALLE 27,UMAN,UMAN,ZERO_RESULTS,ZERO_RESULTS
RUBEN DARIO HERRERA,CALLE 27,UMAN,UMAN,20.876496,-89.7424147
JOSE ENRIQUE RUIZ CARRILLO,CALLE 27,UMAN,UMAN,20.876527,-89.742399
MANUEL CEPEDA PERAZA,CALLE 27,VALLADOLID,VALLADOLID,ZERO_RESULTS,ZERO_RESULTS
JOSEFA CENTENO ROSADO,CALLE 27,VALLADOLID,VALLADOLID,20.6992691,-88.1973684
JUAN PABLO SABIDO SOSA,CALLE 27-A,MERIDA,MERIDA,21.0082461,-89.660089
INSTITUTO MODERNO AMERICANO,CALLE 27-A,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GVC GUARDERIA Y KINDER MONTESSORI ITZIMNA 144,CALLE 27-A 487,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
GUARDERIA Y JARDIN DE NIÑOS MONTESSORI ITZIMNA,CALLE 27-A 487,MERIDA,MERIDA,20.988564,-89.614382
REALIDADES PARA NIÑOS,CALLE 27 100 A,CONKAL,CONKAL,ZERO_RESULTS,ZERO_RESULTS
SEBASTIAN DIAZ MARIN,CALLE 27 104,CHUMAYEL,CHUMAYEL,ZERO_RESULTS,ZERO_RESULTS
MIGUEL HIDALGO Y COSTILLA,CALLE 27 105 A,KINI,MOTUL,ZERO_RESULTS,ZERO_RESULTS
MIGUEL HIDALGO,CALLE 27 139,PROGRESO,PROGRESO,21.2911837,-89.6305096
CRI-CRI,CALLE 27 150,MERIDA,MERIDA,20.993776,-89.594773
REMIGIO AGUILAR SOSA,CALLE 27 150,MERIDA,MERIDA,21.0007198,-89.617448
MIGUEL ALEMAN VALDEZ,CALLE 27 150,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JUAN MIGUEL CASTRO,CALLE 27 157,PROGRESO,PROGRESO,21.2911837,-89.6305096
CLUB DE LEONES 5,CALLE 27 157,VALLADOLID,VALLADOLID,20.6909133,-88.1817077
RAMON NAVARRETE ROSADO,CALLE 27 157 NA,VALLADOLID,VALLADOLID,20.6992691,-88.1973684
FEDERICO CHOPIN,CALLE 27 229,HUNUCMA,HUNUCMA,ZERO_RESULTS,ZERO_RESULTS
SEÑEROS,CALLE 27 256,MERIDA,MERIDA,21.0020798,-89.5667937
JUAN CRISOSTOMO CANO Y CANO,CALLE 27 257,MERIDA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JOSEFA ORTIZ DE DOMINGUEZ,CALLE 27 258 A,MOTUL DE CARRILLO PUERTO,MOTUL,21.0978686,-89.296298
ASOCIACION EDUCATIVA DE MOTUL,CALLE 27 337,MOTUL DE CARRILLO PUERTO,MOTUL,21.0978686,-89.296298
MI PEQUEÑO MUNDO,CALLE 27 337,MOTUL DE CARRILLO PUERTO,MOTUL,ZERO_RESULTS,ZERO_RESULTS
CENTRO DE EDUCACION MOTULEÑO,CALLE 27 337,MOTUL DE CARRILLO PUERTO,MOTUL,21.0978686,-89.296298
CENTRO EDUCATIVO MOTULEÑO,CALLE 27 337,MOTUL DE CARRILLO PUERTO,MOTUL,21.0978686,-89.296298
CENTRO EDUCATIVO CALVARY,CALLE 27 359,MERIDA,MERIDA,21.006593,-89.646305
CENTRO EDUCATIVO CALVARY,CALLE 27 359,MERIDA,MERIDA,21.006593,-89.646305
CENTRO EDUCATIVO CALVARY,CALLE 27 359,MERIDA,MERIDA,21.006593,-89.646305
ISMAEL GARCIA,CALLE 27 59 F,PROGRESO,PROGRESO,21.2865407,-89.6505175
FELIPE CARRILLO PUERTO,CALLE 27 94,CANSAHCAB,CANSAHCAB,20.9669192,-89.6316162
JUSTO SIERRA MENDEZ,CALLE 27 95,DZONCAUICH,DZONCAUICH,ZERO_RESULTS,ZERO_RESULTS
PABLO PICASSO,CALLE 27 97,BOKOBA,BOKOBA,ZERO_RESULTS,ZERO_RESULTS
PINOCHO,CALLE 27 DIAGONAL 352,UMAN,UMAN,20.915904,-89.6961171
JULIO CORTAZAR,CALLE 27 DIAGONAL 354,UMAN,UMAN,20.915904,-89.6961171
HEROE DE NACOZARI,CALLE 28,CANSAHCAB,CANSAHCAB,21.1593879,-89.1067617
