NOMBRE,CALLE Y NUMERO,LOCALIDAD,MUNICIPIO,LAT_HITS,LNG_HITS
MELCHOR OCAMPO,,YAXNIC,MERIDA,ZERO_RESULTS,ZERO_RESULTS
EMILIANO ZAPATA,,XCUNYA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
NARCISO MENDOZA,,TAMANCHE,MERIDA,21.1391776,-89.6409863
PRIMARIA COMUNITARIA,,YAXCHE,MERIDA,ZERO_RESULTS,ZERO_RESULTS
20 DE NOVIEMBRE,,ONCAN,MERIDA,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,HUNXECTAMAN,MERIDA,ZERO_RESULTS,ZERO_RESULTS
COLEGIO IBEROAMERICANO,,MERIDA,MERIDA,20.9872956,-89.6289941
CENTRO DE ESTUDIOS MERIDA,,MERIDA,MERIDA,20.9940612,-89.6290449
COLEGIO ANGELUS,,MERIDA,MERIDA,21.0326287,-89.5538278
MADISON INTERNATIONAL SCHOOL,,MERIDA,MERIDA,21.113698,-89.6085906
FABIO ESPINOSA GRANADOS,,CHALMUCH,MERIDA,ZERO_RESULTS,ZERO_RESULTS
CENTRO DE EDUCACION INTEGRAL MONARCA,,CHOLUL,MERIDA,21.0299902,-89.5637766
LUIS ALVAREZ BARRET,,DZITYA,MERIDA,20.9570507,-89.6402621
SECUNDARIA COMUNITARIA,,DZOYAXCHE,MERIDA,ZERO_RESULTS,ZERO_RESULTS
ESCUELA SECUNDARIA TECNICA NUM. 40,,MOLAS,MERIDA,20.8150437,-89.6342854
LEANDRO VALLE,,SAN PEDRO CHIMAY,MERIDA,ZERO_RESULTS,ZERO_RESULTS
ANDRES QUINTANA ROO,,SIERRA PAPACAL,MERIDA,21.122778,-89.7250286
SOR JUANA INES DE LA CRUZ,,SITPACH,MERIDA,21.0260213,-89.5115929
ANTONIO MEDIZ BOLIO,,SAN ANTONIO TZACALA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
MANUEL AMABILIS,,XCANATUN,MERIDA,ZERO_RESULTS,ZERO_RESULTS
JUAN ALVAREZ,,XCUNYA,MERIDA,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,TEKAT,MOCOCHA,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,TOO,MOCOCHA,ZERO_RESULTS,ZERO_RESULTS
NIÑO ARTILLERO,,TEKAT,MOCOCHA,ZERO_RESULTS,ZERO_RESULTS
5 DE MAYO,,TOO,MOCOCHA,ZERO_RESULTS,ZERO_RESULTS
MUNCH'KAANBAL,,TIMUL,MOTUL,ZERO_RESULTS,ZERO_RESULTS
ALFREDO NOBEL,,SACAPUC,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,KOPTE,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,KANCABCHEN,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,KAMBUL,MOTUL,ZERO_RESULTS,ZERO_RESULTS
X-CH'EL,,MESATUNICH,MOTUL,ZERO_RESULTS,ZERO_RESULTS
SAK-NIKTE,,KAXATAH,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN PEDRO CAMARA,MOTUL,ZERO_RESULTS,ZERO_RESULTS
ZAC MUTUL,,SAN PEDRO CHACABAL,MOTUL,ZERO_RESULTS,ZERO_RESULTS
CARMEN SERDAN ALATRISTE,,TANYA,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,KANCABCHEN UCI,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN JOSE HILI,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,KANCABAL,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,DZUNUNCAN,MOTUL,ZERO_RESULTS,ZERO_RESULTS
RAFAEL MOGUEL GAMBOA,,MOTUL DE CARRILLO PUERTO,MOTUL,21.1002409,-89.2775271
SALVADOR ALVARADO,,TIMUL,MOTUL,ZERO_RESULTS,ZERO_RESULTS
JOAQUIN PATRON PENICHE,,SACAPUC,MOTUL,ZERO_RESULTS,ZERO_RESULTS
JOSE MARIA ITURRALDE TRACONIS,,KOPTE,MOTUL,ZERO_RESULTS,ZERO_RESULTS
JOSE MARIA MORELOS Y PAVON,,KANCABCHEN,MOTUL,ZERO_RESULTS,ZERO_RESULTS
BENITO JUAREZ GARCIA,,KAMBUL,MOTUL,ZERO_RESULTS,ZERO_RESULTS
EDESIO CARRILLO PUERTO,,MESATUNICH,MOTUL,21.0978686,-89.296298
ALFONSO TEC BUENFIL,,KAXATAH,MOTUL,21.0921187,-89.2541787
FELIPE CARRILLO PUERTO,,SAN PEDRO CAMARA,MOTUL,ZERO_RESULTS,ZERO_RESULTS
CRISTOBAL COLON,,SAN PEDRO CHACABAL,MOTUL,ZERO_RESULTS,ZERO_RESULTS
JOSE MARIA ITURRALDE TRACONIS,,TANYA,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,SANTA TERESA,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,KANCABCHEN UCI,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,KOMCHEN MARTINEZ,MOTUL,ZERO_RESULTS,ZERO_RESULTS
MIGUEL HIDALGO Y COSTILLA,,SAN JOSE HILI,MOTUL,ZERO_RESULTS,ZERO_RESULTS
CHICHEN ITZA,,TIMUL,MOTUL,21.1921158,-89.3915463
JOSE VASCONCELOS,,SACAPUC,MOTUL,ZERO_RESULTS,ZERO_RESULTS
JOSE DE LA LUZ MENA Y ALCOCER,,KOPTE,MOTUL,ZERO_RESULTS,ZERO_RESULTS
SALVADOR DIAZ MIRON,,MESATUNICH,MOTUL,ZERO_RESULTS,ZERO_RESULTS
LUIS ROSADO VEGA,,SAN PEDRO CHACABAL,MOTUL,ZERO_RESULTS,ZERO_RESULTS
RAFAEL RAMIREZ CASTAÑEDA,,TANYA,MOTUL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,CHOYOB,MUNA,ZERO_RESULTS,ZERO_RESULTS
ESCUELA COMUNITARIA CONAFE,,SAN JOSE TIPCEH,MUNA,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,YAXHA,MUNA,ZERO_RESULTS,ZERO_RESULTS
JOSE MONTES DE OCA,,MUNA,MUNA,ZERO_RESULTS,ZERO_RESULTS
HERMENEGILDO GALEANA,,SAN JOSE TIPCEH,MUNA,ZERO_RESULTS,ZERO_RESULTS
CARLOS ARANA MEDINA,,YAXHA,MUNA,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN JUAN KOOP,MUXUPIP,ZERO_RESULTS,ZERO_RESULTS
JUSTO SIERRA MENDEZ,,SAN JUAN KOOP,MUXUPIP,21.1243921,-89.3935395
EMILIANO ZAPATA,,OPICHEN,OPICHEN,ZERO_RESULTS,ZERO_RESULTS
JAIME NUNO,,CALCEHTOK,OPICHEN,ZERO_RESULTS,ZERO_RESULTS
JOSE EUGENIO CHABLE,,CALCEHTOK,OPICHEN,20.5682889,-89.9119472
LAZARO CARDENAS DEL RIO,,CALCEHTOK,OPICHEN,ZERO_RESULTS,ZERO_RESULTS
NACHI COCOM,,EMILIANO ZAPATA,OXKUTZCAB,20.2246309,-89.4664681
PREESCOLAR COMUNITARIO,,EMILIANO ZAPATA,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,X-KOBENHALTUN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,SAHCAHMUCUY,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PONCIANO ARRIAGA,,XOHUAYAN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
CUAUHTEMOC,,XUL,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
NETZAHUALCOYOTL,,YAXHACHEN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,BOMBAHALTUN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN ANTONIO YAAXHOM,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN SALVADOR,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
NIÑO ARTILLERO,,OXKUTZCAB,OXKUTZCAB,20.3017579,-89.3902638
ANTONIO MEDIZ BOLIO,,EMILIANO ZAPATA,OXKUTZCAB,20.2269048,-89.4673541
ESCUELA CONAFE,,EMILIANO ZAPATA,OXKUTZCAB,20.3086249,-89.4257713
PRIMARIA INDIGENA PAEPI,,X-KOBENHALTUN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA INDIGENA PAEPI,,SAHCAHMUCUY,OXKUTZCAB,20.2927056,-89.422971
ANDRES QUINTANA ROO,,XOHUAYAN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
MANUEL ALCALA MARTIN,,XUL,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
JUSTO SIERRA MENDEZ,,YAXHACHEN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA INDIGENA PAEPI,,BOMBAHALTUN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
ESCUELA COMUNITARIA CONAFE,,SAN ANTONIO YAAXHOM,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,SAN SALVADOR,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
SALVADOR NOVO,,XOHUAYAN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
IGNACIO ALLENDE,,YAXHACHEN,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
SECUNDARIA COMUNITARIA,,BOMBAHALTUN,OXKUTZCAB,20.2974348,-89.3992817
SECUNDARIA COMUNITARIA,,SAN ANTONIO YAAXHOM,OXKUTZCAB,ZERO_RESULTS,ZERO_RESULTS
AQUILES SERDAN,,LOCHE,PANABA,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN JUAN DEL RIO,PANABA,ZERO_RESULTS,ZERO_RESULTS
CECILIO CHI,,CENOTE YALSIHON BUENA FE,PANABA,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN FRANCISCO,PANABA,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,SAN JUAN DEL RIO,PANABA,ZERO_RESULTS,ZERO_RESULTS
EMILIANO ZAPATA,,CENOTE YALSIHON BUENA FE,PANABA,ZERO_RESULTS,ZERO_RESULTS
RICARDO FLORES MAGON,,SAN FRANCISCO,PANABA,21.3905951,-88.3290402
SECUNDARIA COMUNITARIA,,SAN JUAN DEL RIO,PANABA,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,CHAN CALOTMUL,PETO,ZERO_RESULTS,ZERO_RESULTS
CUITLAHUAC,,PAPACAL,PETO,ZERO_RESULTS,ZERO_RESULTS
NARCISO BASSOLS,,SAN DIONISIO,PETO,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN SEBASTIAN,PETO,ZERO_RESULTS,ZERO_RESULTS
BENITO JUAREZ GARCIA,,TEMOZON,PETO,ZERO_RESULTS,ZERO_RESULTS
ANASTASIO BUSTAMANTE,,TIXHUALATUN,PETO,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,KAMBUL,PETO,ZERO_RESULTS,ZERO_RESULTS
ADOLFO LOPEZ MATEOS,,XOY,PETO,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,X-PECHIL,PETO,ZERO_RESULTS,ZERO_RESULTS
MANUEL AVILA CAMACHO,,YAXCOPIL,PETO,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,LA ESPERANZA,PETO,ZERO_RESULTS,ZERO_RESULTS
ESCUELA COMUNITARIA CONAFE,,JUSTICIA SOCIAL,PETO,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,SAN FRANCISCO,PETO,ZERO_RESULTS,ZERO_RESULTS
JARDIN COMUNITARIO,,SAN SEBASTIAN YAXCHE,PETO,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,CHAN CALOTMUL,PETO,ZERO_RESULTS,ZERO_RESULTS
LAZARO CARDENAS DEL RIO,,DZONOTCHEL,PETO,ZERO_RESULTS,ZERO_RESULTS
IGNACIO ZARAGOZA,,PAPACAL,PETO,ZERO_RESULTS,ZERO_RESULTS
SIMON BOLIVAR,,PETULILLO,PETO,ZERO_RESULTS,ZERO_RESULTS
JUAN ALDAMA,,PROGRESITO,PETO,ZERO_RESULTS,ZERO_RESULTS
IGNACIO ALLENDE,,SAN DIONISIO,PETO,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,SAN SEBASTIAN,PETO,ZERO_RESULTS,ZERO_RESULTS
LEOPOLDO AGUILAR ROCA,,TEMOZON,PETO,ZERO_RESULTS,ZERO_RESULTS
FERNANDO XIMELLO,,TIXHUALATUN,PETO,ZERO_RESULTS,ZERO_RESULTS
NIÑOS HEROES,,KAMBUL,PETO,ZERO_RESULTS,ZERO_RESULTS
CRESCENCIO REJON,,X-PECHIL,PETO,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,LA ESPERANZA,PETO,ZERO_RESULTS,ZERO_RESULTS
JUSTICIA SOCIAL,,JUSTICIA SOCIAL,PETO,19.9308333,-88.8594444
PRIMARIA COMUNITARIA,,SAN SEBASTIAN YAXCHE,PETO,ZERO_RESULTS,ZERO_RESULTS
MANUEL ANTONIO AY,,PAPACAL,PETO,ZERO_RESULTS,ZERO_RESULTS
SECUNDARIA COMUNITARIA,,PETULILLO,PETO,ZERO_RESULTS,ZERO_RESULTS
TELESECUNDARIA NUM. 126,,PROGRESITO,PETO,ZERO_RESULTS,ZERO_RESULTS
SECUNDARIA COMUNITARIA,,SAN DIONISIO,PETO,ZERO_RESULTS,ZERO_RESULTS
MANUEL ALCALA MARTIN,,TIXHUALATUN,PETO,ZERO_RESULTS,ZERO_RESULTS
RUFINO CHI CANUL,,XOY,PETO,ZERO_RESULTS,ZERO_RESULTS
DZIBICHALTUN,,SAN IGNACIO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,EL PARAISO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
AQUILES SERDAN,,SAN IGNACIO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
FELIPE CARRILLO PUERTO,,EL PARAISO,PROGRESO,21.1909035,-89.6498188
VENUSTIANO CARRANZA,,CHELEM,PROGRESO,21.2683992,-89.7431343
GUADALUPE VICTORIA,,CHUBURNA,PROGRESO,21.2545996,-89.8063904
NETZAHUALCOYOTL,,SAN IGNACIO,PROGRESO,ZERO_RESULTS,ZERO_RESULTS
MARGARITA MAZA DE JUAREZ,,LAS COLORADAS,RIO LAGARTOS,ZERO_RESULTS,ZERO_RESULTS
JARDIN COMUNITARIO,,SAN ANTONIO SODZIL,SACALUM,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,YUNKU,SACALUM,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,PLAN CHAC,SACALUM,ZERO_RESULTS,ZERO_RESULTS
JUSTO SIERRA MENDEZ,,SAN ANTONIO SODZIL,SACALUM,ZERO_RESULTS,ZERO_RESULTS
MIGUEL HIDALGO Y COSTILLA,,YUNKU,SACALUM,ZERO_RESULTS,ZERO_RESULTS
SANTIAGO PACHECO CRUZ,,SAN ANTONIO SODZIL,SACALUM,ZERO_RESULTS,ZERO_RESULTS
EMILIO PORTES GIL,,KUCHEL,SAMAHIL,ZERO_RESULTS,ZERO_RESULTS
MANUEL AVILA CAMACHO,,SAN ANTONIO TEDZIDZ,SAMAHIL,ZERO_RESULTS,ZERO_RESULTS
SALVADOR DIAZ MIRON,,KUCHEL,SAMAHIL,ZERO_RESULTS,ZERO_RESULTS
LIBERTAD,,SAN ANTONIO TEDZIDZ,SAMAHIL,ZERO_RESULTS,ZERO_RESULTS
AQUILES SERDAN,,KUCHEL,SAMAHIL,ZERO_RESULTS,ZERO_RESULTS
ESCUELA SECUNDARIA TECNICA NUM. 48,,SAN ANTONIO TEDZIDZ,SAMAHIL,20.8419627,-89.974916
MARIA MONTESSORI,,SAN SIMON,SANTA ELENA,ZERO_RESULTS,ZERO_RESULTS
18 DE MARZO,,SAN SIMON,SANTA ELENA,ZERO_RESULTS,ZERO_RESULTS
VICENTE GUERRERO,,SAN SIMON,SANTA ELENA,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN BERNARDINO,SEYE,ZERO_RESULTS,ZERO_RESULTS
KUKUL CAN,,HOLACTUN,SEYE,ZERO_RESULTS,ZERO_RESULTS
JUSTO SIERRA MENDEZ,,SEYE,SEYE,ZERO_RESULTS,ZERO_RESULTS
JOSE MARIA MORELOS Y PAVON,,SAN BERNARDINO,SEYE,ZERO_RESULTS,ZERO_RESULTS
CARLOS CASARES PEREZ,,HOLACTUN,SEYE,ZERO_RESULTS,ZERO_RESULTS
ESCUELA COMUNITARIA CONAFE,,SAN BERNARDINO,SEYE,ZERO_RESULTS,ZERO_RESULTS
AMPARO CARRILLO,,HOLACTUN,SEYE,ZERO_RESULTS,ZERO_RESULTS
JAIME TORRES BODET,,SAN CRISANTO,SINANCHE,ZERO_RESULTS,ZERO_RESULTS
BENITO JUAREZ GARCIA,,SAN CRISANTO,SINANCHE,ZERO_RESULTS,ZERO_RESULTS
JOSE DEMETRIO RIVERO NAVARRETE,,SAN CRISANTO,SINANCHE,ZERO_RESULTS,ZERO_RESULTS
CECILIO CHI,,TABI,SOTUTA,ZERO_RESULTS,ZERO_RESULTS
MARIA MONTESSORI,,TIBOLON,SOTUTA,ZERO_RESULTS,ZERO_RESULTS
YAM BEH,,ZAVALA,SOTUTA,ZERO_RESULTS,ZERO_RESULTS
JOSE MARIA MORELOS Y PAVON,,TABI,SOTUTA,ZERO_RESULTS,ZERO_RESULTS
LORENZO DE ZAVALA,,ZAVALA,SOTUTA,ZERO_RESULTS,ZERO_RESULTS
MAURO MONFORTE MENA,,SUCILA,SUCILA,21.161183,-88.3137146
PREESCOLAR COMUNITARIO,,CHUMBEC,SUDZAL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,NUEVO TZALAM,SUDZAL,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO I. MADERO,,CHUMBEC,SUDZAL,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,KANCABCHEN DE VALENCIA,SUDZAL,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,NUEVO TZALAM,SUDZAL,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,TAHDZIU,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,SAN LORENZO,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
LEONA VICARIO,,TIMUL,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,SAN ISIDRO UNO,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
JUANA DE ASBAJE,,TAHDZIU,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA INDIGENA PAEPI,,SAN LORENZO,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
MIGUEL HIDALGO Y COSTILLA,,TIMUL,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA INDIGENA PAEPI,,SAN ISIDRO UNO,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
ESCUELA TELESECUNDARIA,,TIMUL,TAHDZIU,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,CHINKILA,TECOH,ZERO_RESULTS,ZERO_RESULTS
GUILLERMO PRIETO,,ITZINCAB,TECOH,ZERO_RESULTS,ZERO_RESULTS
JACINTO CANEK,,LEPAN,TECOH,ZERO_RESULTS,ZERO_RESULTS
CHICHEN ITZA,,MAHZUCIL,TECOH,ZERO_RESULTS,ZERO_RESULTS
NIÑOS HEROES,,OXTAPACAB,TECOH,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO I. MADERO,,PIXYA,TECOH,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SABACCHE,TECOH,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SOTUTA DE PEON,TECOH,ZERO_RESULTS,ZERO_RESULTS
LOL TUN,,X-KANCHAKAN,TECOH,ZERO_RESULTS,ZERO_RESULTS
PATRIA,,CHINKILA,TECOH,ZERO_RESULTS,ZERO_RESULTS
SALVADOR ALVARADO,,ITZINCAB,TECOH,ZERO_RESULTS,ZERO_RESULTS
ELOISA GUEMEZ DE E,,LEPAN,TECOH,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO SOLIS CAMARA,,MAHZUCIL,TECOH,ZERO_RESULTS,ZERO_RESULTS
JUAN BERZUNZA GARCIA,,OXTAPACAB,TECOH,ZERO_RESULTS,ZERO_RESULTS
HEROES DE MEXICO,,PIXYA,TECOH,ZERO_RESULTS,ZERO_RESULTS
BENITO JUAREZ GARCIA,,SABACCHE,TECOH,20.923237,-89.6281724
JUSTO SIERRA MENDEZ,,SOTUTA DE PEON,TECOH,20.9358328,-89.6321887
EMILIANO ZAPATA,,X-KANCHAKAN,TECOH,ZERO_RESULTS,ZERO_RESULTS
VICENTE SOLIS CAMARA,,X-KANCHAKAN,TECOH,ZERO_RESULTS,ZERO_RESULTS
SECUNDARIA COMUNITARIA,,CHINKILA,TECOH,ZERO_RESULTS,ZERO_RESULTS
MAYAPAN,,LEPAN,TECOH,ZERO_RESULTS,ZERO_RESULTS
JUAN GARCIA PONCE,,PIXYA,TECOH,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO I. MADERO,,X-KANCHAKAN,TECOH,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN DIEGO,TEKANTO,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN FRANCISCO DZON,TEKANTO,ZERO_RESULTS,ZERO_RESULTS
ESCUELA COMUNITARIA CONAFE,,TIXKOCHOH,TEKANTO,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,SAN FRANCISCO DZON,TEKANTO,ZERO_RESULTS,ZERO_RESULTS
SECUNDARIA COMUNITARIA,,SAN FRANCISCO DZON,TEKANTO,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO VILLA,,CANEK,TEKAX,20.2000542,-89.3297353
SALVADOR ALVARADO,,MANUEL CEPEDA PERAZA,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,CHACMULTUN,TEKAX,ZERO_RESULTS,ZERO_RESULTS
BENITO JUAREZ GARCIA,,ALFONSO CASO,TEKAX,ZERO_RESULTS,ZERO_RESULTS
FRANCISCO I. MADERO,,KANCAB,TEKAX,ZERO_RESULTS,ZERO_RESULTS
ADOLFO RUIZ CORTINEZ,,KINIL,TEKAX,ZERO_RESULTS,ZERO_RESULTS
IGNACIO ZARAGOZA,,PENCUYUT,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,MAC-YAN (SAN ISIDRO MAC-YAN),TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,NUEVA SANTA CRUZ (SANTA CRUZ CUTZA),TEKAX,ZERO_RESULTS,ZERO_RESULTS
ANDRES QUINTANA ROO,,TIXCUYTUN,TEKAX,ZERO_RESULTS,ZERO_RESULTS
VICENTE GUERRERO,,XAYA,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN PEDRO XTOKIL,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,CHAN DZINUP,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,POCOBOCH,TEKAX,ZERO_RESULTS,ZERO_RESULTS
5 DE MAYO,,BENITO JUAREZ,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SAN AGUSTIN (SALVADOR ALVARADO),TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,HOUITZ,TEKAX,ZERO_RESULTS,ZERO_RESULTS
IGNACIO LOPEZ RAYON,,HUNTOCHAC,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,JOSE LOPEZ PORTILLO,TEKAX,ZERO_RESULTS,ZERO_RESULTS
DANIEL AYALA PEREZ,,KANTEMO,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO,,SUDZAL CHICO,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,SAN MARCOS,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR COMUNITARIO INDIGENA,,SAN ANTONIO TUK,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PREESCOLAR INDIGENA PAEPI,,SAN LUIS,TEKAX,ZERO_RESULTS,ZERO_RESULTS
NIÑOS HEROES,,BECANCHEN,TEKAX,ZERO_RESULTS,ZERO_RESULTS
FELIPE CARRILLO PUERTO,,BECANCHEN,TEKAX,ZERO_RESULTS,ZERO_RESULTS
ANTONIO GRANADOS MALDONADO,,CANEK,TEKAX,ZERO_RESULTS,ZERO_RESULTS
ARTEMIO ALPIZAR RUZ,,MANUEL CEPEDA PERAZA,TEKAX,ZERO_RESULTS,ZERO_RESULTS
CALMECAC,,CHACMULTUN,TEKAX,ZERO_RESULTS,ZERO_RESULTS
BENITO JUAREZ GARCIA,,ALFONSO CASO,TEKAX,ZERO_RESULTS,ZERO_RESULTS
SALVADOR ALVARADO,,KANCAB,TEKAX,20.1949367,-89.3459105
ENRIQUE AVILA VASQUEZ,,KANCAB,TEKAX,ZERO_RESULTS,ZERO_RESULTS
JOSE MA LUIS MORA,,KINIL,TEKAX,ZERO_RESULTS,ZERO_RESULTS
MANUEL GAMIO,,NOHALAL,TEKAX,ZERO_RESULTS,ZERO_RESULTS
JULIAN M CASTILLO,,PENCUYUT,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA INDIGENA PAEPI,,SAN FELIPE SEGUNDO,TEKAX,ZERO_RESULTS,ZERO_RESULTS
PRIMARIA COMUNITARIA,,MAC-YAN (SAN ISIDRO MAC-YAN),TEKAX,ZERO_RESULTS,ZERO_RESULTS
MARIANO MATAMOROS,,SAN JUAN,TEKAX,ZERO_RESULTS,ZERO_RESULTS
ESCUELA COMUNITARIA,,NUEVA SANTA CRUZ (SANTA CRUZ CUTZA),TEKAX,ZERO_RESULTS,ZERO_RESULTS
ARTURO ESCALANTE GALERA,,TICUM,TEKAX,ZERO_RESULTS,ZERO_RESULTS
VICENTE GUERRERO,,TIXCUYTUN,TEKAX,20.2096362,-89.2048132
